schema_version,snapshot_id,capture_timestamp,source_timestamp,timezone,source,underlying,expiry,lot_size,chain_hash,source_age_seconds,source_is_stale,spot,nifty_index_last,nifty_day_open,nifty_day_high,nifty_day_low,nifty_previous_close,india_vix,current_atm,session_anchor_atm,strike,strike_distance_from_spot,moneyness,interval_seconds,ce_interval_seconds,pe_interval_seconds,ce_identifier,ce_oi,ce_exchange_change_oi,ce_exchange_pchange_oi,ce_interval_oi_change,ce_volume_cumulative,ce_interval_volume,ce_volume_counter_reset,ce_ltp,ce_price_change,ce_price_pchange,ce_iv,ce_iv_valid,ce_bid,ce_bid_qty,ce_ask,ce_ask_qty,ce_total_buy_qty,ce_total_sell_qty,ce_mid,ce_spread,ce_spread_pct,ce_intrinsic,ce_extrinsic_ltp,pe_identifier,pe_oi,pe_exchange_change_oi,pe_exchange_pchange_oi,pe_interval_oi_change,pe_volume_cumulative,pe_interval_volume,pe_volume_counter_reset,pe_ltp,pe_price_change,pe_price_pchange,pe_iv,pe_iv_valid,pe_bid,pe_bid_qty,pe_ask,pe_ask_qty,pe_total_buy_qty,pe_total_sell_qty,pe_mid,pe_spread,pe_spread_pct,pe_intrinsic,pe_extrinsic_ltp,strike_oi_pcr,exchange_change_oi_ce_minus_pe
2.1.0,20260828_105503_000,2026-08-28T10:55:03+05:30,2026-08-28T10:55:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,4b8b838ef5a501b4,0.0,False,24155.7,24155.7,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24400,244.3,ABOVE_SPOT,,60.0,60.0,NSE_FO|47001,224363,36150,,111,917078,4903,False,32.75,0.95,2.9874,10.44,True,32.8,1950,32.85,65,,,32.825,0.05,0.0015,0.0,32.75,NSE_FO|47002,41561,6758,,-233,147190,1374,False,193.65,-41.0,-17.4728,0.0,False,192.9,195,193.35,130,,,193.125,0.45,0.0023,244.3,-50.65,0.1852,29392
2.1.0,20260828_105603_001,2026-08-28T10:56:03+05:30,2026-08-28T10:56:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e261569c5e2b1e46,0.0,False,24151.2,24151.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23900,-251.2,BELOW_SPOT,,60.0,60.0,NSE_FO|46981,4976,1376,,29,23763,106,False,350.4,36.65,11.6813,17.26,True,349.6,130,350.45,130,,,350.025,0.85,0.0024,251.2,99.2,NSE_FO|46982,113331,45348,,-67,528230,3599,False,13.2,-6.05,-31.4286,9.02,True,13.1,17550,13.2,30225,,,13.15,0.1,0.0076,0.0,13.2,22.7755,-43972
2.1.0,20260828_105603_001,2026-08-28T10:56:03+05:30,2026-08-28T10:56:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e261569c5e2b1e46,0.0,False,24151.2,24151.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23950,-201.2,BELOW_SPOT,,60.0,60.0,NSE_FO|46983,3781,1606,,-14,23358,105,False,304.3,35.05,13.0176,16.17,True,303.85,65,304.7,325,,,304.275,0.85,0.0028,201.2,103.1,NSE_FO|46984,62156,30338,,-352,385398,2930,False,17.7,-7.85,-30.7241,8.61,True,17.65,10205,17.75,16510,,,17.7,0.1,0.0056,0.0,17.7,16.439,-28732
2.1.0,20260828_105603_001,2026-08-28T10:56:03+05:30,2026-08-28T10:56:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e261569c5e2b1e46,0.0,False,24151.2,24151.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24000,-151.2,BELOW_SPOT,,60.0,60.0,NSE_FO|46985,32436,6379,,-54,219603,2088,False,260.75,33.0,14.4896,15.12,True,260.4,65,261.0,1235,,,260.7,0.6,0.0023,151.2,109.55,NSE_FO|46986,206682,97364,,394,1127380,11582,False,24.05,-11.05,-31.4815,8.22,True,23.95,11050,24.05,6760,,,24.0,0.1,0.0042,0.0,24.05,6.372,-90985
2.1.0,20260828_105603_001,2026-08-28T10:56:03+05:30,2026-08-28T10:56:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e261569c5e2b1e46,0.0,False,24151.2,24151.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24050,-101.2,BELOW_SPOT,,60.0,60.0,NSE_FO|46987,15741,5318,,-27,183342,877,False,219.4,28.1,14.689,14.24,True,218.65,130,219.25,715,,,218.95,0.6,0.0027,101.2,118.2,NSE_FO|46988,108002,71056,,-238,727240,7035,False,32.25,-14.4,-30.8682,7.81,True,32.25,3510,32.35,5070,,,32.3,0.1,0.0031,0.0,32.25,6.8612,-65738
2.1.0,20260828_105603_001,2026-08-28T10:56:03+05:30,2026-08-28T10:56:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e261569c5e2b1e46,0.0,False,24151.2,24151.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24100,-51.2,BELOW_SPOT,,60.0,60.0,NSE_FO|46989,70758,24273,,-713,1025283,4238,False,180.55,25.3,16.2963,13.4,True,180.05,715,180.5,390,,,180.275,0.45,0.0025,51.2,129.35,NSE_FO|46990,278214,194031,,-125,1983417,15884,False,43.7,-18.45,-29.6862,7.39,True,43.65,6110,43.8,2275,,,43.725,0.15,0.0034,0.0,43.7,3.9319,-169758
2.1.0,20260828_105603_001,2026-08-28T10:56:03+05:30,2026-08-28T10:56:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e261569c5e2b1e46,0.0,False,24151.2,24151.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24150,-1.2,ATM,,60.0,60.0,NSE_FO|46991,112890,52653,,-921,1381565,9523,False,145.1,18.25,14.3871,12.68,True,144.8,260,145.15,1820,,,144.975,0.35,0.0024,1.2,143.9,NSE_FO|46992,251913,197663,,1005,1926430,27232,False,58.2,-20.75,-26.2825,6.87,True,58.05,9230,58.25,5265,,,58.15,0.2,0.0034,0.0,58.2,2.2315,-145010
2.1.0,20260828_105603_001,2026-08-28T10:56:03+05:30,2026-08-28T10:56:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e261569c5e2b1e46,0.0,False,24151.2,24151.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24200,48.8,ABOVE_SPOT,,60.0,60.0,NSE_FO|46993,238608,84920,,-1092,1902283,13401,False,113.85,15.1,15.2911,12.05,True,113.35,1235,113.65,1690,,,113.5,0.3,0.0026,0.0,113.85,NSE_FO|46994,294227,193049,,323,1695140,23866,False,76.85,-25.95,-25.2432,6.29,True,76.85,2730,77.0,325,,,76.925,0.15,0.0019,48.8,28.05,1.2331,-108129
2.1.0,20260828_105603_001,2026-08-28T10:56:03+05:30,2026-08-28T10:56:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e261569c5e2b1e46,0.0,False,24151.2,24151.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24250,98.8,ABOVE_SPOT,,60.0,60.0,NSE_FO|46995,150113,61101,,441,1075338,10413,False,86.65,9.75,12.6788,11.52,True,86.45,3250,86.7,2080,,,86.575,0.25,0.0029,0.0,86.65,NSE_FO|46996,94326,53796,,-777,548269,9625,False,99.5,-29.35,-22.7784,5.42,True,99.4,2470,99.65,520,,,99.525,0.25,0.0025,98.8,0.7,0.6284,7305
2.1.0,20260828_105603_001,2026-08-28T10:56:03+05:30,2026-08-28T10:56:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e261569c5e2b1e46,0.0,False,24151.2,24151.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24300,148.8,ABOVE_SPOT,,60.0,60.0,NSE_FO|46997,257656,54326,,2437,1375917,9364,False,64.1,6.15,10.6126,11.09,True,64.0,65,64.1,455,,,64.05,0.1,0.0016,0.0,64.1,NSE_FO|46998,116513,40473,,-145,629112,8059,False,127.6,-34.75,-21.4044,3.78,True,127.25,715,127.6,1495,,,127.425,0.35,0.0027,148.8,-21.2,0.4522,13853
2.1.0,20260828_105603_001,2026-08-28T10:56:03+05:30,2026-08-28T10:56:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e261569c5e2b1e46,0.0,False,24151.2,24151.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24350,198.8,ABOVE_SPOT,,60.0,60.0,NSE_FO|46999,165074,41759,,249,738613,5480,False,46.15,2.6,5.9701,10.76,True,45.85,260,45.95,585,,,45.9,0.1,0.0022,0.0,46.15,NSE_FO|47000,35460,9920,,-48,135962,1757,False,159.0,-36.0,-18.4615,0.0,False,159.1,455,159.5,585,,,159.3,0.4,0.0025,198.8,-39.8,0.2148,31839
2.1.0,20260828_105603_001,2026-08-28T10:56:03+05:30,2026-08-28T10:56:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e261569c5e2b1e46,0.0,False,24151.2,24151.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24400,248.8,ABOVE_SPOT,,60.0,60.0,NSE_FO|47001,224269,36056,,-94,922898,5820,False,32.35,0.55,1.7296,10.56,True,32.3,520,32.4,4810,,,32.35,0.1,0.0031,0.0,32.35,NSE_FO|47002,41564,6761,,3,149140,1950,False,195.3,-39.35,-16.7697,0.0,False,195.5,195,195.95,260,,,195.725,0.45,0.0023,248.8,-53.5,0.1853,29295
2.1.0,20260828_105703_000,2026-08-28T10:57:03+05:30,2026-08-28T10:57:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e385b72eb8d44131,0.0,False,24156.55,24157.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23900,-256.55,BELOW_SPOT,,60.0,60.0,NSE_FO|46981,5022,1422,,46,23835,72,False,354.0,40.25,12.8287,17.38,True,354.0,260,354.4,585,,,354.2,0.4,0.0011,256.55,97.45,NSE_FO|46982,113228,45245,,-103,530704,2474,False,12.85,-6.4,-33.2468,9.08,True,12.8,7540,12.85,18460,,,12.825,0.05,0.0039,0.0,12.85,22.5464,-43823
2.1.0,20260828_105703_000,2026-08-28T10:57:03+05:30,2026-08-28T10:57:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e385b72eb8d44131,0.0,False,24156.55,24157.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23950,-206.55,BELOW_SPOT,,60.0,60.0,NSE_FO|46983,3797,1622,,16,23439,81,False,309.0,39.75,14.7632,16.19,True,307.75,130,308.55,260,,,308.15,0.8,0.0026,206.55,102.45,NSE_FO|46984,62342,30524,,186,387375,1977,False,17.2,-8.35,-32.681,8.68,True,17.1,9815,17.15,65,,,17.125,0.05,0.0029,0.0,17.2,16.4188,-28902
2.1.0,20260828_105703_000,2026-08-28T10:57:03+05:30,2026-08-28T10:57:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e385b72eb8d44131,0.0,False,24156.55,24157.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24000,-156.55,BELOW_SPOT,,60.0,60.0,NSE_FO|46985,32034,5977,,-402,220702,1099,False,264.1,36.35,15.9605,15.21,True,264.15,260,264.7,325,,,264.425,0.55,0.0021,156.55,107.55,NSE_FO|46986,206136,96818,,-546,1136121,8741,False,23.15,-11.95,-34.0456,8.29,True,23.15,2470,23.2,1625,,,23.175,0.05,0.0022,0.0,23.15,6.4349,-90841
2.1.0,20260828_105703_000,2026-08-28T10:57:03+05:30,2026-08-28T10:57:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e385b72eb8d44131,0.0,False,24156.55,24157.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24050,-106.55,BELOW_SPOT,,60.0,60.0,NSE_FO|46987,15798,5375,,57,183905,563,False,222.15,30.85,16.1265,14.2,True,222.1,455,222.65,585,,,222.375,0.55,0.0025,106.55,115.6,NSE_FO|46988,106977,70031,,-1025,731465,4225,False,31.15,-15.5,-33.2262,7.86,True,31.15,1430,31.25,4225,,,31.2,0.1,0.0032,0.0,31.15,6.7716,-64656
2.1.0,20260828_105703_000,2026-08-28T10:57:03+05:30,2026-08-28T10:57:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e385b72eb8d44131,0.0,False,24156.55,24157.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24100,-56.55,BELOW_SPOT,,60.0,60.0,NSE_FO|46989,71478,24993,,720,1028312,3029,False,183.25,28.0,18.0354,13.37,True,183.25,585,183.5,390,,,183.375,0.25,0.0014,56.55,126.7,NSE_FO|46990,278101,193918,,-113,1995848,12431,False,42.2,-19.95,-32.0998,7.43,True,42.25,195,42.35,2080,,,42.3,0.1,0.0024,0.0,42.2,3.8907,-168925
2.1.0,20260828_105703_000,2026-08-28T10:57:03+05:30,2026-08-28T10:57:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e385b72eb8d44131,0.0,False,24156.55,24157.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24150,-6.55,ATM,,60.0,60.0,NSE_FO|46991,113372,53135,,482,1387973,6408,False,147.15,20.3,16.0032,12.6,True,147.35,390,147.7,1235,,,147.525,0.35,0.0024,6.55,140.6,NSE_FO|46992,253249,198999,,1336,1941090,14660,False,56.5,-22.45,-28.4357,6.96,True,56.25,585,56.35,130,,,56.3,0.1,0.0018,0.0,56.5,2.2338,-145864
2.1.0,20260828_105703_000,2026-08-28T10:57:03+05:30,2026-08-28T10:57:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e385b72eb8d44131,0.0,False,24156.55,24157.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24200,43.45,ABOVE_SPOT,,60.0,60.0,NSE_FO|46993,240593,86905,,1985,1913548,11265,False,115.75,17.0,17.2152,12.0,True,115.65,325,115.75,650,,,115.7,0.1,0.0009,0.0,115.75,NSE_FO|46994,296927,195749,,2700,1711108,15968,False,74.9,-27.9,-27.1401,6.38,True,74.7,455,74.8,65,,,74.75,0.1,0.0013,43.45,31.45,1.2341,-108844
2.1.0,20260828_105703_000,2026-08-28T10:57:03+05:30,2026-08-28T10:57:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e385b72eb8d44131,0.0,False,24156.55,24157.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24250,93.45,ABOVE_SPOT,,60.0,60.0,NSE_FO|46995,151048,62036,,935,1081958,6620,False,88.35,11.45,14.8895,11.47,True,88.15,390,88.25,65,,,88.2,0.1,0.0011,0.0,88.35,NSE_FO|46996,94438,53908,,112,553862,5593,False,97.15,-31.7,-24.6023,5.58,True,97.0,1625,97.25,260,,,97.125,0.25,0.0026,93.45,3.7,0.6252,8128
2.1.0,20260828_105703_000,2026-08-28T10:57:03+05:30,2026-08-28T10:57:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e385b72eb8d44131,0.0,False,24156.55,24157.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24300,143.45,ABOVE_SPOT,,60.0,60.0,NSE_FO|46997,258153,54823,,497,1382742,6825,False,65.25,7.3,12.5971,11.05,True,65.45,65,65.5,65,,,65.475,0.05,0.0008,0.0,65.25,NSE_FO|46998,116613,40573,,100,633497,4385,False,124.9,-37.45,-23.0674,4.15,True,124.25,390,124.5,780,,,124.375,0.25,0.002,143.45,-18.55,0.4517,14250
2.1.0,20260828_105703_000,2026-08-28T10:57:03+05:30,2026-08-28T10:57:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e385b72eb8d44131,0.0,False,24156.55,24157.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24350,193.45,ABOVE_SPOT,,60.0,60.0,NSE_FO|46999,165241,41926,,167,743053,4440,False,46.95,3.4,7.8071,10.71,True,47.0,5915,47.15,6045,,,47.075,0.15,0.0032,0.0,46.95,NSE_FO|47000,35477,9937,,17,136930,968,False,156.25,-38.75,-19.8718,0.0,False,155.8,325,156.15,1235,,,155.975,0.35,0.0022,193.45,-37.2,0.2147,31989
2.1.0,20260828_105703_000,2026-08-28T10:57:03+05:30,2026-08-28T10:57:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,e385b72eb8d44131,0.0,False,24156.55,24157.0,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24400,243.45,ABOVE_SPOT,,60.0,60.0,NSE_FO|47001,225061,36848,,792,928049,5151,False,33.25,1.45,4.5597,10.48,True,33.2,2860,33.25,65,,,33.225,0.05,0.0015,0.0,33.25,NSE_FO|47002,41587,6784,,23,150329,1189,False,192.25,-42.4,-18.0695,0.0,False,191.8,1040,192.3,130,,,192.05,0.5,0.0026,243.45,-51.2,0.1848,30064
2.1.0,20260828_105803_000,2026-08-28T10:58:03+05:30,2026-08-28T10:58:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,69086f89eda3b93c,0.0,False,24157.05,24157.45,24122.6,24188.3,24106.55,24090.85,10.76,24150,24150,23900,-257.05,BELOW_SPOT,,60.0,60.0,NSE_FO|46981,5021,1421,,-1,23888,53,False,353.4,39.65,12.6375,17.31,True,352.8,585,353.7,325,,,353.25,0.9,0.0025,257.05,96.35,NSE_FO|46982,113385,45402,,157,532435,1731,False,12.85,-6.4,-33.2468,9.06,True,12.8,9165,12.85,9685,,,12.825,0.05,0.0039,0.0,12.85,22.5822,-43981
2.1.0,20260828_105803_000,2026-08-28T10:58:03+05:30,2026-08-28T10:58:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,69086f89eda3b93c,0.0,False,24157.05,24157.45,24122.6,24188.3,24106.55,24090.85,10.76,24150,24150,23950,-207.05,BELOW_SPOT,,60.0,60.0,NSE_FO|46983,3795,1620,,-2,23506,67,False,309.55,40.3,14.9675,16.22,True,306.75,585,307.7,325,,,307.225,0.95,0.0031,207.05,102.5,NSE_FO|46984,62312,30494,,-30,388988,1613,False,17.2,-8.35,-32.681,8.73,True,17.15,14820,17.25,14690,,,17.2,0.1,0.0058,0.0,17.2,16.4195,-28874
2.1.0,20260828_105803_000,2026-08-28T10:58:03+05:30,2026-08-28T10:58:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,69086f89eda3b93c,0.0,False,24157.05,24157.45,24122.6,24188.3,24106.55,24090.85,10.76,24150,24150,24000,-157.05,BELOW_SPOT,,60.0,60.0,NSE_FO|46985,32052,5995,,18,221179,477,False,263.3,35.55,15.6092,14.85,True,263.2,780,263.9,715,,,263.55,0.7,0.0027,157.05,106.25,NSE_FO|46986,206181,96863,,45,1141095,4974,False,23.3,-11.8,-33.6182,8.36,True,23.2,5525,23.3,13260,,,23.25,0.1,0.0043,0.0,23.3,6.4327,-90868
2.1.0,20260828_105803_000,2026-08-28T10:58:03+05:30,2026-08-28T10:58:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,69086f89eda3b93c,0.0,False,24157.05,24157.45,24122.6,24188.3,24106.55,24090.85,10.76,24150,24150,24050,-107.05,BELOW_SPOT,,60.0,60.0,NSE_FO|46987,15806,5383,,8,184268,363,False,221.5,30.2,15.7867,13.99,True,221.35,260,221.9,650,,,221.625,0.55,0.0025,107.05,114.45,NSE_FO|46988,107101,70155,,124,735007,3542,False,31.2,-15.45,-33.119,7.93,True,31.25,3705,31.35,195,,,31.3,0.1,0.0032,0.0,31.2,6.776,-64772
