schema_version,snapshot_id,capture_timestamp,source_timestamp,timezone,source,underlying,expiry,lot_size,chain_hash,source_age_seconds,source_is_stale,spot,nifty_index_last,nifty_day_open,nifty_day_high,nifty_day_low,nifty_previous_close,india_vix,current_atm,session_anchor_atm,strike,strike_distance_from_spot,moneyness,interval_seconds,ce_interval_seconds,pe_interval_seconds,ce_identifier,ce_oi,ce_exchange_change_oi,ce_exchange_pchange_oi,ce_interval_oi_change,ce_volume_cumulative,ce_interval_volume,ce_volume_counter_reset,ce_ltp,ce_price_change,ce_price_pchange,ce_iv,ce_iv_valid,ce_bid,ce_bid_qty,ce_ask,ce_ask_qty,ce_total_buy_qty,ce_total_sell_qty,ce_mid,ce_spread,ce_spread_pct,ce_intrinsic,ce_extrinsic_ltp,pe_identifier,pe_oi,pe_exchange_change_oi,pe_exchange_pchange_oi,pe_interval_oi_change,pe_volume_cumulative,pe_interval_volume,pe_volume_counter_reset,pe_ltp,pe_price_change,pe_price_pchange,pe_iv,pe_iv_valid,pe_bid,pe_bid_qty,pe_ask,pe_ask_qty,pe_total_buy_qty,pe_total_sell_qty,pe_mid,pe_spread,pe_spread_pct,pe_intrinsic,pe_extrinsic_ltp,strike_oi_pcr,exchange_change_oi_ce_minus_pe
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24050,-108.0,BELOW_SPOT,,,,NSE_FO|46987,15599,5176,,,177094,,False,223.55,32.25,16.8583,14.21,True,223.2,975,223.8,780,,,223.5,0.6,0.0027,108.0,115.55,NSE_FO|46988,106414,69468,,,690420,,False,31.05,-15.6,-33.4405,7.9,True,30.95,4875,31.1,8320,,,31.025,0.15,0.0048,0.0,31.05,6.8218,-64292
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24100,-58.0,BELOW_SPOT,,,,NSE_FO|46989,72388,25903,,,989771,,False,184.05,28.8,18.5507,13.32,True,184.0,65,184.35,195,,,184.175,0.35,0.0019,58.0,126.05,NSE_FO|46990,275680,191497,,,1896759,,False,42.2,-19.95,-32.0998,7.51,True,42.05,5785,42.2,8840,,,42.125,0.15,0.0036,0.0,42.2,3.8084,-165594
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24150,-8.0,ATM,,,,NSE_FO|46991,111290,51053,,,1315531,,False,148.6,21.75,17.1462,12.54,True,148.4,1235,148.75,260,,,148.575,0.35,0.0024,8.0,140.6,NSE_FO|46992,250399,196149,,,1792077,,False,56.1,-22.85,-28.9424,7.02,True,55.95,3640,56.1,2145,,,56.025,0.15,0.0027,0.0,56.1,2.25,-145096
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24200,42.0,ABOVE_SPOT,,,,NSE_FO|46993,236621,82933,,,1805342,,False,116.35,17.6,17.8228,11.94,True,116.4,650,116.6,65,,,116.5,0.2,0.0017,0.0,116.35,NSE_FO|46994,293362,192184,,,1574980,,False,74.45,-28.35,-27.5778,6.47,True,74.25,975,74.45,2210,,,74.35,0.2,0.0027,42.0,32.45,1.2398,-109251
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24250,92.0,ABOVE_SPOT,,,,NSE_FO|46995,145406,56394,,,1007012,,False,89.0,12.1,15.7347,11.42,True,88.95,455,89.15,1430,,,89.05,0.2,0.0022,0.0,89.0,NSE_FO|46996,93969,53439,,,505825,,False,96.7,-32.15,-24.9515,5.71,True,96.25,910,96.5,1560,,,96.375,0.25,0.0026,92.0,4.7,0.6463,2955
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24300,142.0,ABOVE_SPOT,,,,NSE_FO|46997,253083,49753,,,1301058,,False,66.05,8.1,13.9776,11.02,True,65.9,1755,66.0,2665,,,65.95,0.1,0.0015,0.0,66.05,NSE_FO|46998,115933,39893,,,586270,,False,123.65,-38.7,-23.8374,4.38,True,123.7,1690,124.0,975,,,123.85,0.3,0.0024,142.0,-18.35,0.4581,9860
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24350,192.0,ABOVE_SPOT,,,,NSE_FO|46999,164240,40925,,,697083,,False,47.55,4.0,9.1848,10.68,True,47.45,390,47.55,1495,,,47.5,0.1,0.0021,0.0,47.55,NSE_FO|47000,35184,9644,,,127441,,False,154.95,-40.05,-20.5385,0.0,False,154.95,650,155.35,195,,,155.15,0.4,0.0026,192.0,-37.05,0.2142,31281
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24400,242.0,ABOVE_SPOT,,,,NSE_FO|47001,223359,35146,,,873721,,False,33.5,1.7,5.3459,10.46,True,33.4,5460,33.55,7020,,,33.475,0.15,0.0045,0.0,33.5,NSE_FO|47002,41268,6465,,,139529,,False,191.2,-43.45,-18.5169,0.0,False,190.75,455,191.25,325,,,191.0,0.5,0.0026,242.0,-50.8,0.1848,28681
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24450,292.0,ABOVE_SPOT,,,,NSE_FO|47003,93612,12511,,,471793,,False,23.25,-0.2,-0.8529,10.3,True,23.1,6630,23.2,7865,,,23.15,0.1,0.0043,0.0,23.25,NSE_FO|47004,10530,1572,,,20920,,False,230.65,-44.0,-16.0204,0.0,False,230.6,325,231.15,260,,,230.875,0.55,0.0024,292.0,-61.35,0.1125,10939
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24500,342.0,ABOVE_SPOT,,,,NSE_FO|47005,215114,22221,,,806620,,False,15.95,-1.7,-9.6317,10.28,True,16.0,2990,16.05,9750,,,16.025,0.05,0.0031,0.0,15.95,NSE_FO|47006,35461,3858,,,62182,,False,273.0,-44.5,-14.0157,0.0,False,272.7,130,273.0,65,,,272.85,0.3,0.0011,342.0,-69.0,0.1648,18363
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24550,392.0,ABOVE_SPOT,,,,NSE_FO|47007,78587,14287,,,385976,,False,10.95,-1.75,-13.7795,10.28,True,10.9,5395,10.95,6695,,,10.925,0.05,0.0046,0.0,10.95,NSE_FO|47008,3053,76,,,5366,,False,318.45,-45.35,-12.4656,0.0,False,318.15,65,318.95,585,,,318.55,0.8,0.0025,392.0,-73.55,0.0388,14211
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24600,442.0,ABOVE_SPOT,,,,NSE_FO|47009,146470,23182,,,458997,,False,7.65,-1.8,-19.0476,10.41,True,7.6,56745,7.65,325,,,7.625,0.05,0.0066,0.0,7.65,NSE_FO|47010,8021,-634,,,8953,,False,365.0,-45.9,-11.1706,0.0,False,363.9,780,365.0,195,,,364.45,1.1,0.003,442.0,-77.0,0.0548,23816
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24650,492.0,ABOVE_SPOT,,,,NSE_FO|47011,60691,16876,,,259546,,False,5.5,-1.95,-26.1745,10.62,True,5.5,18005,5.55,18590,,,5.525,0.05,0.009,0.0,5.5,NSE_FO|47012,1823,-210,,,1285,,False,419.05,-44.1,-9.5218,0.0,False,411.9,130,413.5,195,,,412.7,1.6,0.0039,492.0,-72.95,0.03,17086
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24700,542.0,ABOVE_SPOT,,,,NSE_FO|47013,115933,15316,,,346149,,False,4.15,-1.65,-28.4483,10.93,True,4.15,72475,4.2,83005,,,4.175,0.05,0.012,0.0,4.15,NSE_FO|47014,5727,1597,,,6241,,False,460.2,-53.2,-10.3623,0.0,False,460.9,455,462.35,195,,,461.625,1.45,0.0031,542.0,-81.8,0.0494,13719
2.1.0,20260828_104752_021,2026-08-28T10:47:52+05:30,2026-08-28T10:47:52+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,146399076a2dd16d,0.0,False,24158.0,24157.6,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24750,592.0,ABOVE_SPOT,,,,NSE_FO|47015,56848,11493,,,170682,,False,3.4,-1.45,-29.8969,11.38,True,3.35,29510,3.4,58565,,,3.375,0.05,0.0148,0.0,3.4,NSE_FO|47016,1198,-39,,,208,,False,508.0,-48.2,-8.6659,0.0,False,509.05,260,512.1,195,,,510.575,3.05,0.006,592.0,-84.0,0.0211,11532
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23550,-607.55,BELOW_SPOT,,11.0,11.0,NSE_FO|46967,250,-15,,0,37,0,False,690.65,41.35,6.3684,25.31,True,694.4,65,697.8,65,,,696.1,3.4,0.0049,607.55,83.1,NSE_FO|46968,38688,28954,,0,114569,2,False,3.65,-0.1,-2.6667,13.0,True,3.6,46540,3.65,32695,,,3.625,0.05,0.0138,0.0,3.65,154.752,-28969
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23600,-557.55,BELOW_SPOT,,11.0,11.0,NSE_FO|46969,585,-111,,0,497,0,False,642.1,50.0,8.4445,24.22,True,645.0,65,647.9,130,,,646.45,2.9,0.0045,557.55,84.55,NSE_FO|46970,75622,24262,,0,203083,42,False,4.05,-0.4,-8.9888,12.39,True,4.0,56290,4.05,58565,,,4.025,0.05,0.0124,0.0,4.05,129.2684,-24373
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23650,-507.55,BELOW_SPOT,,11.0,11.0,NSE_FO|46971,319,13,,0,183,0,False,592.9,50.55,9.3205,22.98,True,595.75,130,598.15,65,,,596.95,2.4,0.004,507.55,85.35,NSE_FO|46972,37945,15860,,0,162285,31,False,4.5,-0.9,-16.6667,11.72,True,4.5,15535,4.55,47840,,,4.525,0.05,0.011,0.0,4.5,118.9498,-15847
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23700,-457.55,BELOW_SPOT,,11.0,11.0,NSE_FO|46973,2792,8,,0,1410,0,False,547.75,45.45,9.0484,22.28,True,546.4,130,548.2,130,,,547.3,1.8,0.0033,457.55,90.2,NSE_FO|46974,98685,20081,,0,273727,172,False,5.2,-1.55,-22.963,11.11,True,5.2,22815,5.25,50570,,,5.225,0.05,0.0096,0.0,5.2,35.3456,-20073
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23750,-407.55,BELOW_SPOT,,11.0,11.0,NSE_FO|46975,668,118,,0,1073,0,False,499.25,45.55,10.0397,21.06,True,497.85,130,499.5,455,,,498.675,1.65,0.0033,407.55,91.7,NSE_FO|46976,48145,17116,,0,233364,194,False,6.25,-2.35,-27.3256,10.56,True,6.25,23660,6.3,22295,,,6.275,0.05,0.008,0.0,6.25,72.0734,-16998
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23800,-357.55,BELOW_SPOT,,11.0,11.0,NSE_FO|46977,3104,194,,0,7183,2,False,450.75,48.35,12.0154,19.84,True,449.45,130,450.7,650,,,450.075,1.25,0.0028,357.55,93.2,NSE_FO|46978,134000,36391,,0,425839,203,False,7.6,-3.5,-31.5315,9.98,True,7.6,11505,7.65,27235,,,7.625,0.05,0.0066,0.0,7.6,43.1701,-36197
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23850,-307.55,BELOW_SPOT,,11.0,11.0,NSE_FO|46979,1429,450,,0,3797,0,False,405.0,49.75,14.0042,18.88,True,401.55,325,402.8,650,,,402.175,1.25,0.0031,307.55,97.45,NSE_FO|46980,52597,23813,,0,249720,58,False,9.75,-4.55,-31.8182,9.51,True,9.7,5070,9.75,25415,,,9.725,0.05,0.0051,0.0,9.75,36.8069,-23363
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23900,-257.55,BELOW_SPOT,,11.0,11.0,NSE_FO|46981,4860,1260,,0,22925,1,False,354.35,40.6,12.9402,17.2,True,355.0,260,355.7,585,,,355.35,0.7,0.002,257.55,96.8,NSE_FO|46982,113411,45428,,0,504076,143,False,12.75,-6.5,-33.7662,9.09,True,12.65,27950,12.75,40885,,,12.7,0.1,0.0079,0.0,12.75,23.3356,-44168
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,23950,-207.55,BELOW_SPOT,,11.0,11.0,NSE_FO|46983,3744,1569,,0,22600,9,False,309.75,40.5,15.0418,16.19,True,309.05,130,309.9,260,,,309.475,0.85,0.0027,207.55,102.2,NSE_FO|46984,61526,29708,,0,367826,99,False,17.05,-8.5,-33.2681,8.67,True,17.0,5070,17.05,4550,,,17.025,0.05,0.0029,0.0,17.05,16.4332,-28139
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24000,-157.55,BELOW_SPOT,,11.0,11.0,NSE_FO|46985,32832,6775,,0,210292,68,False,265.8,38.05,16.7069,15.24,True,265.25,65,265.8,910,,,265.525,0.55,0.0021,157.55,108.25,NSE_FO|46986,205100,95782,,0,1066891,756,False,23.1,-12.0,-34.188,8.27,True,23.0,7865,23.1,13065,,,23.05,0.1,0.0043,0.0,23.1,6.247,-89007
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24050,-107.55,BELOW_SPOT,,11.0,11.0,NSE_FO|46987,15599,5176,,0,177168,74,False,223.2,31.9,16.6754,14.28,True,223.25,195,223.75,195,,,223.5,0.5,0.0022,107.55,115.65,NSE_FO|46988,106414,69468,,0,690728,308,False,30.9,-15.75,-33.7621,7.85,True,30.95,715,31.0,1365,,,30.975,0.05,0.0016,0.0,30.9,6.8218,-64292
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24100,-57.55,BELOW_SPOT,,11.0,11.0,NSE_FO|46989,72388,25903,,0,990083,312,False,184.3,29.05,18.7118,13.35,True,184.4,65,184.45,130,,,184.425,0.05,0.0003,57.55,126.75,NSE_FO|46990,275680,191497,,0,1897660,901,False,41.9,-20.25,-32.5825,7.46,True,41.9,7345,42.05,7670,,,41.975,0.15,0.0036,0.0,41.9,3.8084,-165594
2.1.0,20260828_104803_000,2026-08-28T10:48:03+05:30,2026-08-28T10:48:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,aa897da5d2c38c1c,0.0,False,24157.55,24157.65,24122.6,24188.3,24106.55,24090.85,10.74,24150,24150,24150,-7.55,ATM,,11.0,11.0,NSE_FO|46991,111290,51053,,0,1316566,1035,False,148.1,21.25,16.7521,12.62,True,148.1,260,148.3,65,,,148.2,0.2,0.0013,7.55,140.55,NSE_FO|46992,250399,196149,,0,1794069,1992,False,55.9,-23.05,-29.1957,6.97,True,55.95,65,56.05,1625,,,56.0,0.1,0.0018,0.0,55.9,2.25,-145096
