time,spot,or_h,or_l,or_cond,day_h,day_l,loc,px,vol,pos,final,notes,adx,adx_m,dmu,conf,dte,choppy,fade_hi,fade_lo,fb_lo,fb_hi,action,strat,reason,in_trade
09:15:03,23192.9,,,,23239.15,23186.55,0.121,OBSERVING,NEUTRAL,BEARISH,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,0,0.0,NONE,4,0,0,0,0,0,NO_TRADE,,NO_TRADE:OR_NOT_ESTABLISHED,
09:15:17,23213.4,,,,23239.15,23186.55,0.510,OBSERVING,STRONG_SELL_PREMIUM,UNCLEAR,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,0,0.0,NONE,4,0,0,0,0,0,NO_TRADE,,NO_TRADE:OR_NOT_ESTABLISHED,
09:15:32,23224.55,,,,23239.15,23186.55,0.722,OBSERVING,STRONG_SELL_PREMIUM,UNCLEAR,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,0,0.0,NONE,4,0,0,0,0,0,NO_TRADE,,NO_TRADE:OR_NOT_ESTABLISHED,
09:15:47,23231.35,,,,23239.15,23186.55,0.852,OBSERVING,STRONG_SELL_PREMIUM,UNCLEAR,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,0,0.0,NONE,4,0,0,0,0,0,NO_TRADE,,NO_TRADE:OR_NOT_ESTABLISHED,
09:16:02,23232.1,,,,23271.95,23186.55,0.533,OBSERVING,STRONG_SELL_PREMIUM,UNCLEAR,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,0,0.0,NONE,4,0,0,0,0,0,NO_TRADE,,NO_TRADE:OR_NOT_ESTABLISHED,
09:16:17,23226.05,,,,23271.95,23186.55,0.463,OBSERVING,STRONG_SELL_PREMIUM,UNCLEAR,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,0,0.0,NONE,4,0,0,0,0,0,NO_TRADE,,NO_TRADE:OR_NOT_ESTABLISHED,
09:16:32,23223.75,,,,23271.95,23186.55,0.436,OBSERVING,STRONG_SELL_PREMIUM,UNCLEAR,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,0,0.0,NONE,4,0,0,0,0,0,NO_TRADE,,NO_TRADE:OR_NOT_ESTABLISHED,
09:16:47,23256.35,,,,23271.95,23186.55,0.817,OBSERVING,STRONG_SELL_PREMIUM,UNCLEAR,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,0,0.0,NONE,4,0,0,0,0,0,NO_TRADE,,NO_TRADE:OR_NOT_ESTABLISHED,
09:17:02,23271.05,,,,23280.7,23186.55,0.898,OBSERVING,STRONG_SELL_PREMIUM,UNCLEAR,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,0,0.0,NONE,4,0,0,0,0,0,NO_TRADE,,NO_TRADE:OR_NOT_ESTABLISHED,
09:17:17,23272.15,,,,23280.7,23186.55,0.909,OBSERVING,STRONG_SELL_PREMIUM,UNCLEAR,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,0,0.0,NONE,4,0,0,0,0,0,NO_TRADE,,NO_TRADE:OR_NOT_ESTABLISHED,
