time,trading_date,day_label,day_mode,vix_regime,spot,vix,prev_day_vix_close,vix_fail_count,circuit_breaker_suspected,vix_spike_detected,atm_iv,parkinson_rv,rv_source,vrp_raw,vrp_smoothed,iv_behavior,iv_change_pct_from_open,day_move_used_pct,day_high_so_far,day_low_so_far,post_open_high_so_far,post_open_low_so_far,day_high_is_open_spike,day_low_is_open_spike,day_up_used_pct,day_down_used_pct,opening_straddle_pts,expected_move_remaining_pts,expected_range_so_far_pts,or_condition,or_width,or_high,or_low,or_computed,orb_price_regime,choppy_detected,gap_direction,gap_size_pts,gap_fade_opportunity,prev_close,day_high,day_low,adx_15,adx_15_raw,adx_5,adx_5_mature,adx_5_period,ema_15_structure,adx_60,adx_15_mature,adx_60_mature,adx_condition,ema_structure,ema_60,hh_hl,vwap,vwap_dist_pct,vwap_signal,pcr,pcr_change,pcr_signal,skew_ratio,skew,otm_ce_iv,otm_pe_iv,skew_signal,direction,direction_score,preferred_sell_side,oi_change_pct,resistance_strike,resistance_oi,resistance_strength,support_strike,support_oi,support_strength,total_ce_oi,total_pe_oi,atm_strike,atm_ce_price,atm_pe_price,atm_ce_iv,atm_pe_iv,atm_ce_oi,atm_pe_oi,atm_straddle_price,max_pain,max_pain_distance,chain_size,chain_stale,active_expiry,actual_dte,event_day,event_name,entry_start,entry_end,hard_exit_time,daily_pnl,current_capital,wing_width,vol_regime,price_regime,positioning_regime,confidence_level,confidence_score,final_regime,final_regime_notes,size_multiplier,block_new_entries,no_trade_reason,borderline_sell,spot_velocity_block,spot_velocity_pts,straddle_expanding,straddle_5min_ago,raw_size_multiplier,defined_risk_only,is_calibrated,calibration_tier,two_way_auction,decision_action,decision_reason,decision_strategy,afternoon_low_fade,weekly_range_size_discount,afternoon_high_fade
09:15:18,2026-09-18,FRIDAY,NORMAL,SUPPRESSED,23339.35,12.12,,0,False,False,0.10564616779313522,0.0909,vix_implied,1.475,1.475,UNKNOWN,0.0,0.0,23360.55,23324.5,23360.55,23324.5,False,False,0.0,0.0,0.0,126.73,31.06,,,,,False,OBSERVING,False,FLAT,0.0,False,23270.6,23360.55,23324.5,0.0,0.0,0.0,False,10,INSUFFICIENT_DATA,0.0,False,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,UNKNOWN,0.852,,UNKNOWN,1.236,1.04,10.21,11.25,NORMAL,NEUTRAL,0.0,BOTH,0.0,24500,10449985,4.43,22000,10933650,3.26,148140850,147176965,23350,102.35,117.25,10.27,11.05,3605160,1682980,219.6,23300,39.3,96,False,2026-09-22,2,False,,09:45,14:00,15:15,0.0,1000000.0,200,NEUTRAL,OBSERVING,RANGE,NONE,0.117,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,False,,False,False,0.0,False,,0.0,False,False,0,False,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED|momentum_refused:momentum_sell_side_open(no_trade:or_not_established),,,,
09:15:31,2026-09-18,FRIDAY,NORMAL,SUPPRESSED,23338.75,12.1,,0,False,False,0.10624275538982159,0.09075,vix_implied,1.549,1.524,UNKNOWN,0.0,0.0,23360.55,23324.5,23360.55,23324.5,False,False,0.0,0.0,0.0,126.18,30.93,,,,,False,OBSERVING,False,FLAT,0.0,False,23270.6,23360.55,23324.5,0.0,0.0,0.0,False,10,INSUFFICIENT_DATA,0.0,False,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,UNKNOWN,0.852,,UNKNOWN,1.232,1.8,9.92,11.72,NORMAL,NEUTRAL,0.0,BOTH,0.0,24500,10449985,4.43,22000,10933650,3.26,148140655,147175145,23350,102.9,115.8,10.09,11.58,3605160,1682980,218.7,23300,38.8,96,False,2026-09-22,2,False,,09:45,14:00,15:15,0.0,1000000.0,200,NEUTRAL,OBSERVING,RANGE,NONE,0.117,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,False,,False,False,0.0,False,,0.0,False,False,0,False,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED|momentum_refused:momentum_sell_side_open(no_trade:or_not_established),,,,
09:15:46,2026-09-18,FRIDAY,NORMAL,SUPPRESSED,23332.1,12.14,,0,False,False,0.10676833652434248,0.09105,vix_implied,1.572,1.552,UNKNOWN,0.0,0.0,23360.55,23324.5,23360.55,23324.5,False,False,0.0,0.0,0.0,124.92,30.63,,,,,False,OBSERVING,False,FLAT,0.0,False,23270.6,23360.55,23324.5,0.0,0.0,0.0,False,10,INSUFFICIENT_DATA,0.0,False,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,UNKNOWN,0.941,,UNKNOWN,1.197,1.17,10.21,11.38,NORMAL,NEUTRAL,0.0,BOTH,0.0,24500,10449985,4.43,22000,10933650,3.26,148140655,147175275,23350,98.0,118.6,10.33,11.23,3605160,1682980,216.6,23300,32.1,96,False,2026-09-22,2,False,,09:45,14:00,15:15,0.0,1000000.0,200,NEUTRAL,OBSERVING,RANGE,NONE,0.117,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,False,,False,False,0.0,False,,0.0,False,False,0,False,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED|momentum_refused:momentum_sell_side_open(no_trade:or_not_established),,,,
09:16:01,2026-09-18,FRIDAY,NORMAL,SUPPRESSED,23336.45,12.13,,0,False,False,0.10651752383312096,0.090975,vix_implied,1.554,1.553,UNKNOWN,0.0,0.0,23360.55,23323.8,23360.55,23323.8,False,False,0.0,0.0,0.0,122.86,30.14,,,,,False,OBSERVING,False,FLAT,0.0,False,23270.6,23360.55,23323.8,0.0,0.0,0.0,False,10,INSUFFICIENT_DATA,0.0,False,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,UNKNOWN,0.848,,UNKNOWN,1.165,0.52,10.44,10.96,NORMAL,NEUTRAL,0.0,BOTH,0.0,24500,10502505,4.43,22000,10933650,3.26,148849935,147461535,23350,100.3,112.8,10.57,10.78,3605160,1682980,213.1,23300,36.5,96,False,2026-09-22,2,False,,09:45,14:00,15:15,0.0,1000000.0,200,NEUTRAL,OBSERVING,RANGE,NONE,0.117,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,False,,False,False,0.0,False,,0.0,False,False,0,False,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED|momentum_refused:momentum_sell_side_open(no_trade:or_not_established),,,,
09:16:16,2026-09-18,FRIDAY,NORMAL,SUPPRESSED,23335.2,12.13,,0,False,False,0.10499880611008494,0.090975,vix_implied,1.402,1.475,UNKNOWN,0.0,0.0,23360.55,23323.8,23360.55,23323.8,False,False,0.0,0.0,0.0,122.91,30.16,,,,,False,OBSERVING,False,FLAT,0.0,False,23270.6,23360.55,23323.8,0.0,0.0,0.0,False,10,INSUFFICIENT_DATA,0.0,False,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,UNKNOWN,0.843,,UNKNOWN,1.164,0.68,10.22,10.9,NORMAL,NEUTRAL,0.0,BOTH,0.5436,24500,10502505,4.24,22000,11081135,3.19,156158080,154063455,23350,100.55,112.7,10.34,10.73,5305885,2857140,213.25,23300,35.2,96,False,2026-09-22,2,False,,09:45,14:00,15:15,0.0,1000000.0,200,NEUTRAL,OBSERVING,STRONG_RANGE,NONE,0.131,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,False,,False,False,0.0,False,,0.0,False,False,0,False,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED|momentum_refused:momentum_sell_side_open(no_trade:or_not_established),,,,
09:16:31,2026-09-18,FRIDAY,NORMAL,SUPPRESSED,23337.85,12.13,,0,False,False,0.10506535301474604,0.090975,vix_implied,1.409,1.441,UNKNOWN,0.0,0.0,23360.55,23323.8,23360.55,23323.8,False,False,0.0,0.0,0.0,122.09,29.97,,,,,False,OBSERVING,False,FLAT,0.0,False,23270.6,23360.55,23323.8,0.0,0.0,0.0,False,10,INSUFFICIENT_DATA,0.0,False,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,UNKNOWN,0.843,,UNKNOWN,1.174,0.88,10.15,11.03,NORMAL,NEUTRAL,0.0,BOTH,0.5436,24500,10502505,4.24,22000,11081135,3.19,156159315,154014510,23350,101.25,110.65,10.26,10.88,5305885,2857140,211.9,23300,37.8,96,False,2026-09-22,2,False,,09:45,14:00,15:15,0.0,1000000.0,200,NEUTRAL,OBSERVING,STRONG_RANGE,NONE,0.131,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,False,,False,False,0.0,False,,0.0,False,False,0,False,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED|momentum_refused:momentum_sell_side_open(no_trade:or_not_established),,,,
09:16:55,2026-09-18,FRIDAY,NORMAL,SUPPRESSED,23342.3,12.12,,0,False,False,0.10509287684493342,0.0909,vix_implied,1.419,1.428,UNKNOWN,0.0,0.0,23360.55,23323.8,23360.55,23323.8,False,False,0.0,0.0,0.0,122.05,29.97,,,,,False,OBSERVING,False,FLAT,0.0,False,23270.6,23360.55,23323.8,0.0,0.0,0.0,False,10,INSUFFICIENT_DATA,0.0,False,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,UNKNOWN,0.843,,UNKNOWN,1.166,0.67,10.22,10.89,NORMAL,NEUTRAL,0.0,BOTH,0.5436,24500,10502505,4.24,22000,11081135,3.19,156154375,154014445,23350,105.35,106.6,10.38,10.71,5305885,2857140,211.95,23300,42.3,96,False,2026-09-22,2,False,,09:45,14:00,15:15,0.0,1000000.0,200,NEUTRAL,OBSERVING,STRONG_RANGE,NONE,0.131,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,False,,False,False,0.0,False,,0.0,False,False,0,False,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED|momentum_refused:momentum_sell_side_open(no_trade:or_not_established),,,,
09:17:10,2026-09-18,FRIDAY,NORMAL,SUPPRESSED,23341.75,12.12,,0,False,False,0.1049933090540954,0.0909,vix_implied,1.409,1.416,UNKNOWN,0.0,0.0,23360.55,23323.8,23360.55,23323.8,False,False,0.0,0.0,0.0,121.81,29.92,,,,,False,OBSERVING,False,FLAT,0.0,False,23270.6,23360.55,23323.8,0.0,0.0,0.0,False,10,INSUFFICIENT_DATA,0.0,False,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,UNKNOWN,0.851,,UNKNOWN,1.179,0.68,10.2,10.88,NORMAL,NEUTRAL,0.0,BOTH,0.83,24500,10432435,4.11,22000,11298365,3.17,159796325,158974400,23350,106.4,105.2,10.35,10.7,6050005,3627325,211.60000000000002,23300,41.8,96,False,2026-09-22,2,False,,09:45,14:00,15:15,0.0,1000000.0,200,NEUTRAL,OBSERVING,STRONG_RANGE,NONE,0.131,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,False,,False,False,8.25,False,,0.0,False,False,0,False,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED|momentum_refused:momentum_sell_side_open(no_trade:or_not_established),,,,
09:17:19,2026-09-18,FRIDAY,NORMAL,SUPPRESSED,23345.0,12.11,,0,False,False,0.10490200759051622,0.090825,vix_implied,1.408,1.41,UNKNOWN,0.0,0.0,23360.55,23323.8,23360.55,23323.8,False,False,0.0,0.0,0.0,121.79,29.92,,,,,False,OBSERVING,False,FLAT,0.0,False,23270.6,23360.55,23323.8,0.0,0.0,0.0,False,10,INSUFFICIENT_DATA,0.0,False,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,UNKNOWN,0.851,,UNKNOWN,1.169,0.7,10.18,10.88,NORMAL,NEUTRAL,0.0,BOTH,0.83,24500,10432435,4.11,22000,11298365,3.17,159838965,158961790,23350,106.2,105.4,10.35,10.67,6050005,3627325,211.60000000000002,23300,45.0,96,False,2026-09-22,2,False,,09:45,14:00,15:15,0.0,1000000.0,200,NEUTRAL,OBSERVING,STRONG_RANGE,NONE,0.131,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,False,,False,False,8.25,False,,0.0,False,False,0,False,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED|momentum_refused:momentum_sell_side_open(no_trade:or_not_established),,,,
09:17:33,2026-09-18,FRIDAY,NORMAL,SUPPRESSED,23344.6,12.1,,0,False,False,0.10471336325213018,0.09075,vix_implied,1.396,1.403,UNKNOWN,0.0,0.0,23360.55,23323.8,23360.55,23323.8,False,False,0.0,0.0,0.0,122.1,30.01,,,,,False,OBSERVING,False,FLAT,0.0,False,23270.6,23360.55,23323.8,0.0,0.0,0.0,False,10,INSUFFICIENT_DATA,0.0,False,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,UNKNOWN,0.851,,UNKNOWN,1.18,0.71,10.16,10.87,NORMAL,NEUTRAL,0.0,BOTH,0.83,24500,10432435,4.11,22000,11298365,3.17,159868930,158956655,23350,105.3,106.9,10.31,10.67,6050005,3627325,212.2,23300,44.6,96,False,2026-09-22,2,False,,09:45,14:00,15:15,0.0,1000000.0,200,NEUTRAL,OBSERVING,STRONG_RANGE,NONE,0.131,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED,0.0,False,,False,False,8.25,False,,0.0,False,False,0,False,NO_TRADE,NO_TRADE:OR_NOT_ESTABLISHED|momentum_refused:momentum_sell_side_open(no_trade:or_not_established),,,,
