schema_version,snapshot_id,capture_timestamp,source_timestamp,expiry,spot,current_atm,session_anchor_atm,range_low,range_high,rows_captured,source_is_stale,nifty_futures,futures_vwap,india_vix,range_ce_oi,range_pe_oi,range_oi_pcr,range_ce_exchange_change_oi,range_pe_exchange_change_oi,range_exchange_change_oi_pcr,range_ce_interval_oi_change,range_pe_interval_oi_change,range_ce_interval_volume,range_pe_interval_volume,max_ce_oi_strike,max_ce_oi,max_pe_oi_strike,max_pe_oi,max_ce_interval_add_strike,max_ce_interval_add,max_pe_interval_add_strike,max_pe_interval_add,atm_ce_ltp,atm_pe_ltp,atm_straddle_ltp,atm_ce_bid,atm_ce_ask,atm_pe_bid,atm_pe_ask,atm_straddle_bid,atm_straddle_ask,atm_straddle_mid,atm_ce_iv,atm_pe_iv,atm_quotes_executable,true_futures_context_available,trade_ready_data,quality_notes
2.1.0,20260828_111310_089,2026-08-28T11:13:10+05:30,2026-08-28T11:13:10+05:30,2026-09-01,24158.7,24150,24150,23550,24750,25,False,,,10.72,2120320.0,2120232.0,1.0,553926.0,1078845.0,1.9476,0.0,0.0,9475.0,12641.0,24300,264193.0,24200,281680.0,,,,,144.3,56.25,200.55,144.15,144.5,56.45,56.6,200.6,201.1,200.85,12.3,6.95,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_112403_001,2026-08-28T11:24:03+05:30,2026-08-28T11:24:03+05:30,2026-09-01,24140.6,24150,24150,23550,24750,25,False,,,10.84,2163591.0,2066253.0,0.955,597197.0,1024866.0,1.7161,17276.0,-3310.0,85218.0,115805.0,24300,270053.0,24200,271944.0,24400,4701.0,23750,287.0,130.15,66.2,196.35,130.15,130.35,66.0,66.2,196.15,196.55,196.35,11.75,7.24,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_112503_000,2026-08-28T11:25:03+05:30,2026-08-28T11:25:03+05:30,2026-09-01,24139.95,24150,24150,23550,24750,25,False,,,10.84,2165143.0,2064054.0,0.9533,598749.0,1022667.0,1.708,1552.0,-2199.0,69341.0,123975.0,24300,269398.0,24200,272658.0,24400,1382.0,24000,1088.0,131.5,64.95,196.45,131.5,131.6,64.8,64.85,196.3,196.45,196.375,12.03,7.02,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_112602_999,2026-08-28T11:26:02+05:30,2026-08-28T11:26:02+05:30,2026-09-01,24138.9,24150,24150,23550,24750,25,False,,,10.85,2173113.0,2066705.0,0.951,606719.0,1025318.0,1.6899,7970.0,2651.0,64165.0,130718.0,24300,269989.0,24200,272953.0,24150,2483.0,24100,2094.0,131.25,65.85,197.1,130.9,131.2,65.7,65.85,196.6,197.05,196.825,12.01,7.06,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_112702_999,2026-08-28T11:27:02+05:30,2026-08-28T11:27:02+05:30,2026-09-01,24129.15,24150,24150,23550,24750,25,False,,,10.82,2178533.0,2055186.0,0.9434,612139.0,1013799.0,1.6562,5420.0,-11519.0,142885.0,242812.0,24300,270886.0,24200,268854.0,24500,2035.0,23950,91.0,123.9,70.55,194.45,123.7,124.0,70.7,70.85,194.4,194.85,194.625,11.8,7.07,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_112803_000,2026-08-28T11:28:03+05:30,2026-08-28T11:28:03+05:30,2026-09-01,24129.85,24150,24150,23550,24750,25,False,,,10.85,2180969.0,2014638.0,0.9237,614575.0,973251.0,1.5836,2436.0,-40548.0,111838.0,212685.0,24300,270880.0,24200,258504.0,24450,2222.0,24000,3503.0,122.7,71.55,194.25,122.75,123.05,71.2,71.35,193.95,194.4,194.175,11.65,7.2,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_112903_000,2026-08-28T11:29:03+05:30,2026-08-28T11:29:03+05:30,2026-09-01,24124.3,24100,24150,23550,24750,25,False,,,10.86,2189737.0,1998650.0,0.9127,623343.0,957263.0,1.5357,8768.0,-15988.0,126479.0,247394.0,24300,271334.0,24200,256089.0,24100,2133.0,24000,711.0,152.2,55.65,207.85,152.3,152.5,55.7,55.85,208.0,208.35,208.175,12.2,7.64,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_113003_000,2026-08-28T11:30:03+05:30,2026-08-28T11:30:03+05:30,2026-09-01,24116.8,24100,24150,23550,24750,25,False,,,10.86,2208715.0,1963752.0,0.8891,642321.0,922365.0,1.436,18978.0,-34898.0,187425.0,349556.0,24300,274963.0,24200,248541.0,24150,3844.0,23700,2052.0,148.3,57.85,206.15,148.5,148.9,57.55,57.7,206.05,206.6,206.325,12.18,7.55,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_113103_000,2026-08-28T11:31:03+05:30,2026-08-28T11:31:03+05:30,2026-09-01,24120.25,24100,24150,23550,24750,25,False,,,10.88,2221480.0,1930388.0,0.869,655086.0,889001.0,1.3571,12765.0,-33364.0,138165.0,234466.0,24300,277894.0,24100,243605.0,24100,3880.0,24350,233.0,150.45,56.2,206.65,150.05,150.35,56.35,56.45,206.4,206.8,206.6,12.25,7.54,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_113203_000,2026-08-28T11:32:03+05:30,2026-08-28T11:32:03+05:30,2026-09-01,24122.65,24100,24150,23550,24750,25,False,,,10.85,2242560.0,1930337.0,0.8608,676166.0,888950.0,1.3147,21080.0,-51.0,83754.0,151912.0,24300,280923.0,24100,244226.0,24200,4349.0,24200,641.0,151.2,55.75,206.95,151.05,151.4,55.75,55.95,206.8,207.35,207.075,12.27,7.5,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_113303_000,2026-08-28T11:33:03+05:30,2026-08-28T11:33:03+05:30,2026-09-01,24117.5,24100,24150,23550,24750,25,False,,,10.86,2254821.0,1919135.0,0.8511,688427.0,877748.0,1.275,12261.0,-11202.0,109099.0,203726.0,24300,282459.0,24100,242565.0,24100,3814.0,23850,122.0,149.6,57.3,206.9,149.55,149.9,57.0,57.1,206.55,207.0,206.775,12.28,7.51,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_113403_000,2026-08-28T11:34:03+05:30,2026-08-28T11:34:03+05:30,2026-09-01,24106.55,24100,24150,23550,24750,25,False,,,10.99,2269765.0,1925194.0,0.8482,703371.0,883807.0,1.2565,14944.0,6059.0,162097.0,396942.0,24300,283912.0,24200,242423.0,24100,2903.0,24150,3148.0,140.0,65.75,205.75,139.5,139.85,65.9,66.0,205.4,205.85,205.625,12.01,7.85,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_113503_000,2026-08-28T11:35:03+05:30,2026-08-28T11:35:03+05:30,2026-09-01,24108.3,24100,24150,23550,24750,25,False,,,10.91,2286416.0,1822481.0,0.7971,720022.0,781094.0,1.0848,16651.0,-102713.0,202139.0,388454.0,24300,283398.0,24200,227164.0,24100,4720.0,23700,127.0,141.0,62.7,203.7,141.0,141.25,62.55,62.7,203.55,203.95,203.75,12.12,7.58,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_113603_000,2026-08-28T11:36:03+05:30,2026-08-28T11:36:03+05:30,2026-09-01,24095.45,24100,24150,23550,24750,25,False,,,10.92,2322007.0,1807555.0,0.7784,755613.0,766168.0,1.014,35591.0,-14926.0,200851.0,354825.0,24200,287236.0,24100,224843.0,24200,6833.0,24450,960.0,133.35,70.05,203.4,133.5,133.9,69.45,69.6,202.95,203.5,203.225,11.96,7.76,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_113703_000,2026-08-28T11:37:03+05:30,2026-08-28T11:37:03+05:30,2026-09-01,24095.5,24100,24150,23550,24750,25,False,,,10.93,2345210.0,1768406.0,0.7541,778816.0,727019.0,0.9335,23203.0,-39149.0,160159.0,329191.0,24200,295975.0,24100,218961.0,24200,8739.0,23850,827.0,136.45,67.7,204.15,136.05,136.4,67.7,67.85,203.75,204.25,204.0,12.21,7.61,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_113803_000,2026-08-28T11:38:03+05:30,2026-08-28T11:38:03+05:30,2026-09-01,24101.3,24100,24150,23550,24750,25,False,,,10.9,2361785.0,1752735.0,0.7421,795391.0,711348.0,0.8943,16575.0,-15671.0,131269.0,238398.0,24200,298860.0,24100,216026.0,24100,3883.0,23800,1753.0,137.15,67.05,204.2,136.95,137.2,66.9,66.95,203.85,204.15,204.0,12.02,7.77,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_113903_000,2026-08-28T11:39:03+05:30,2026-08-28T11:39:03+05:30,2026-09-01,24102.4,24100,24150,23550,24750,25,False,,,10.93,2383510.0,1746223.0,0.7326,817116.0,704836.0,0.8626,21725.0,-6512.0,118566.0,167302.0,24200,301856.0,24100,216936.0,24100,3797.0,24050,1630.0,138.15,65.4,203.55,138.2,138.55,65.25,65.45,203.45,204.0,203.725,12.09,7.66,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_114003_000,2026-08-28T11:40:03+05:30,2026-08-28T11:40:03+05:30,2026-09-01,24101.9,24100,24150,23550,24750,25,False,,,10.88,2390366.0,1750547.0,0.7323,823972.0,709160.0,0.8607,6856.0,4324.0,99138.0,150541.0,24200,301928.0,24100,221416.0,24150,2122.0,24100,4480.0,136.3,66.4,202.7,136.55,136.8,66.05,66.25,202.6,203.05,202.825,11.9,7.71,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_114103_000,2026-08-28T11:41:03+05:30,2026-08-28T11:41:03+05:30,2026-09-01,24103.25,24100,24150,23550,24750,25,False,,,10.85,2405674.0,1757803.0,0.7307,839280.0,716416.0,0.8536,15308.0,7256.0,59402.0,83948.0,24200,305358.0,24100,222871.0,24200,3430.0,24000,2201.0,138.2,64.85,203.05,138.4,138.75,64.55,64.7,202.95,203.45,203.2,12.12,7.55,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_114203_000,2026-08-28T11:42:03+05:30,2026-08-28T11:42:03+05:30,2026-09-01,24102.25,24100,24150,23550,24750,25,False,,,10.83,2414923.0,1761374.0,0.7294,848529.0,719987.0,0.8485,9249.0,3571.0,60876.0,83491.0,24200,308319.0,24100,223817.0,24200,2961.0,24000,1183.0,136.4,65.6,202.0,136.35,136.7,65.7,65.9,202.05,202.6,202.325,11.86,7.75,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_114302_999,2026-08-28T11:43:02+05:30,2026-08-28T11:43:02+05:30,2026-09-01,24099.0,24100,24150,23550,24750,25,False,,,10.82,2422736.0,1764121.0,0.7282,856342.0,722734.0,0.844,7813.0,2747.0,90419.0,166545.0,24200,309079.0,24100,225243.0,24400,1292.0,24100,1426.0,135.3,67.7,203.0,135.1,135.3,67.55,67.75,202.65,203.05,202.85,11.94,7.71,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_114403_001,2026-08-28T11:44:03+05:30,2026-08-28T11:44:03+05:30,2026-09-01,24101.95,24100,24150,23550,24750,25,False,,,10.85,2427380.0,1776030.0,0.7317,860986.0,734643.0,0.8533,4644.0,11909.0,47910.0,91893.0,24200,309305.0,24100,228362.0,24100,2636.0,24100,3119.0,136.7,66.9,203.6,136.25,136.5,67.0,67.05,203.25,203.55,203.4,11.88,7.82,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_114503_001,2026-08-28T11:45:03+05:30,2026-08-28T11:45:03+05:30,2026-09-01,24105.65,24100,24150,23550,24750,25,False,,,10.84,2436770.0,1770890.0,0.7267,870376.0,729503.0,0.8381,9390.0,-5140.0,48864.0,92086.0,24200,310991.0,24100,228157.0,24100,1840.0,24050,1319.0,136.7,66.2,202.9,136.7,137.05,66.2,66.35,202.9,203.4,203.15,11.74,7.88,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_114603_000,2026-08-28T11:46:03+05:30,2026-08-28T11:46:03+05:30,2026-09-01,24102.7,24100,24150,23550,24750,25,False,,,10.85,2450506.0,1770564.0,0.7225,884112.0,729177.0,0.8248,13736.0,-326.0,65225.0,124536.0,24200,313531.0,24100,228394.0,24200,2540.0,24150,804.0,137.55,65.5,203.05,137.55,137.65,65.4,65.6,202.95,203.25,203.1,12.02,7.64,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_114703_000,2026-08-28T11:47:03+05:30,2026-08-28T11:47:03+05:30,2026-09-01,24101.45,24100,24150,23550,24750,25,False,,,10.86,2455428.0,1778758.0,0.7244,889034.0,737371.0,0.8294,4922.0,8194.0,35110.0,56670.0,24200,313916.0,24100,230291.0,24100,1287.0,24100,1897.0,136.55,66.15,202.7,136.15,136.4,66.0,66.05,202.15,202.45,202.3,11.96,7.68,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_114803_000,2026-08-28T11:48:03+05:30,2026-08-28T11:48:03+05:30,2026-09-01,24102.1,24100,24150,23550,24750,25,False,,,10.85,2462993.0,1781917.0,0.7235,896599.0,740530.0,0.8259,7565.0,3159.0,33876.0,54073.0,24200,314601.0,24100,231204.0,24100,2241.0,24100,913.0,136.3,66.15,202.45,136.0,136.2,65.95,66.1,201.95,202.3,202.125,11.9,7.64,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_114903_000,2026-08-28T11:49:03+05:30,2026-08-28T11:49:03+05:30,2026-09-01,24103.35,24100,24150,23550,24750,25,False,,,10.85,2464881.0,1782743.0,0.7233,898487.0,741356.0,0.8251,1888.0,826.0,33447.0,54392.0,24200,314267.0,24100,233287.0,24250,580.0,24100,2083.0,136.6,66.1,202.7,136.7,136.75,66.0,66.1,202.7,202.85,202.775,11.89,7.74,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_115003_000,2026-08-28T11:50:03+05:30,2026-08-28T11:50:03+05:30,2026-09-01,24106.45,24100,24150,23550,24750,25,False,,,10.86,2469807.0,1780997.0,0.7211,903413.0,739610.0,0.8187,4926.0,-1746.0,38487.0,61754.0,24200,315017.0,24100,233438.0,24200,750.0,23550,205.0,138.35,64.5,202.85,137.9,138.25,64.65,64.8,202.55,203.05,202.8,11.95,7.69,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_115102_999,2026-08-28T11:51:02+05:30,2026-08-28T11:51:02+05:30,2026-09-01,24108.4,24100,24150,23550,24750,25,False,,,10.93,2470720.0,1778528.0,0.7198,904326.0,737141.0,0.8151,913.0,-2469.0,64624.0,108752.0,24200,315364.0,24100,231907.0,24500,618.0,24000,383.0,140.7,62.5,203.2,140.55,140.7,62.4,62.5,202.95,203.2,203.075,12.1,7.55,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_115203_000,2026-08-28T11:52:03+05:30,2026-08-28T11:52:03+05:30,2026-09-01,24105.45,24100,24150,23550,24750,25,False,,,10.93,2475736.0,1765013.0,0.7129,909342.0,723626.0,0.7958,5016.0,-13515.0,62256.0,73646.0,24200,317182.0,24100,227007.0,24200,1818.0,23800,141.0,138.6,64.35,202.95,138.6,138.75,64.2,64.4,202.8,203.15,202.975,11.89,7.72,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_115303_000,2026-08-28T11:53:03+05:30,2026-08-28T11:53:03+05:30,2026-09-01,24103.85,24100,24150,23550,24750,25,False,,,10.92,2478864.0,1771373.0,0.7146,912470.0,729986.0,0.8,3128.0,6360.0,30545.0,48937.0,24200,317561.0,24100,229034.0,24150,1052.0,24100,2027.0,136.45,66.2,202.65,136.6,136.9,66.1,66.25,202.7,203.15,202.925,11.91,7.75,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_115403_000,2026-08-28T11:54:03+05:30,2026-08-28T11:54:03+05:30,2026-09-01,24099.25,24100,24150,23550,24750,25,False,,,10.95,2479966.0,1774266.0,0.7154,913572.0,732879.0,0.8022,1102.0,2893.0,51669.0,88588.0,24200,317264.0,24100,231322.0,24550,937.0,24100,2288.0,135.1,67.7,202.8,135.05,135.25,67.65,67.8,202.7,203.05,202.875,11.99,7.74,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_115503_000,2026-08-28T11:55:03+05:30,2026-08-28T11:55:03+05:30,2026-09-01,24097.95,24100,24150,23550,24750,25,False,,,10.97,2483923.0,1778613.0,0.716,917529.0,737226.0,0.8035,3957.0,4347.0,36014.0,81062.0,24200,317410.0,24100,232498.0,24100,1471.0,24000,1619.0,135.25,68.05,203.3,135.0,135.35,67.75,67.95,202.75,203.3,203.025,11.96,7.7,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_115603_000,2026-08-28T11:56:03+05:30,2026-08-28T11:56:03+05:30,2026-09-01,24096.05,24100,24150,23550,24750,25,False,,,10.97,2486165.0,1777207.0,0.7148,919771.0,735820.0,0.8,2242.0,-1406.0,36522.0,106405.0,24200,318257.0,24100,232323.0,24200,847.0,24000,660.0,135.3,68.0,203.3,134.95,135.25,68.0,68.1,202.95,203.35,203.15,12.15,7.56,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_115702_999,2026-08-28T11:57:02+05:30,2026-08-28T11:57:02+05:30,2026-09-01,24085.15,24100,24150,23550,24750,25,False,,,11.09,2478302.0,1756933.0,0.7089,911908.0,715546.0,0.7847,-7863.0,-20274.0,208150.0,352954.0,24200,316796.0,24100,229250.0,24700,1555.0,24050,629.0,123.9,77.15,201.05,124.0,124.35,77.2,77.4,201.2,201.75,201.475,11.66,7.97,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_115803_000,2026-08-28T11:58:03+05:30,2026-08-28T11:58:03+05:30,2026-09-01,24077.6,24100,24150,23550,24750,25,False,,,11.06,2476033.0,1665493.0,0.6726,909639.0,624106.0,0.6861,-2269.0,-91440.0,215787.0,498880.0,24200,316874.0,24100,209580.0,24000,1631.0,23850,4252.0,120.5,80.0,200.5,120.6,120.75,80.05,80.25,200.65,201.0,200.825,11.67,7.93,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_115903_000,2026-08-28T11:59:03+05:30,2026-08-28T11:59:03+05:30,2026-09-01,24085.0,24100,24150,23550,24750,25,False,,,11.01,2483233.0,1647058.0,0.6633,916839.0,605671.0,0.6606,7200.0,-18435.0,126762.0,251874.0,24200,318658.0,24100,206760.0,24100,2504.0,24000,1815.0,126.25,75.05,201.3,126.1,126.25,74.75,74.85,200.85,201.1,200.975,11.78,7.8,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_120003_000,2026-08-28T12:00:03+05:30,2026-08-28T12:00:03+05:30,2026-09-01,24085.1,24100,24150,23550,24750,25,False,,,11.01,2504809.0,1652744.0,0.6598,938415.0,611357.0,0.6515,21576.0,5686.0,131190.0,155219.0,24200,319503.0,24100,207375.0,24500,9475.0,24050,2398.0,124.2,75.2,199.4,124.2,124.55,75.2,75.35,199.4,199.9,199.65,11.67,7.78,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_120103_000,2026-08-28T12:01:03+05:30,2026-08-28T12:01:03+05:30,2026-09-01,24083.8,24100,24150,23550,24750,25,False,,,11.01,2525368.0,1664544.0,0.6591,958974.0,623157.0,0.6498,20559.0,11800.0,76545.0,108635.0,24200,320013.0,24100,210011.0,24500,7128.0,24050,3116.0,123.2,76.3,199.5,123.2,123.5,76.3,76.45,199.5,199.95,199.725,11.69,7.77,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
