schema_version,snapshot_id,capture_timestamp,source_timestamp,timezone,source,underlying,expiry,lot_size,chain_hash,source_age_seconds,source_is_stale,spot,nifty_index_last,nifty_day_open,nifty_day_high,nifty_day_low,nifty_previous_close,india_vix,current_atm,session_anchor_atm,strike,strike_distance_from_spot,moneyness,interval_seconds,ce_interval_seconds,pe_interval_seconds,ce_identifier,ce_oi,ce_exchange_change_oi,ce_exchange_pchange_oi,ce_interval_oi_change,ce_volume_cumulative,ce_interval_volume,ce_volume_counter_reset,ce_ltp,ce_price_change,ce_price_pchange,ce_iv,ce_iv_valid,ce_bid,ce_bid_qty,ce_ask,ce_ask_qty,ce_total_buy_qty,ce_total_sell_qty,ce_mid,ce_spread,ce_spread_pct,ce_intrinsic,ce_extrinsic_ltp,pe_identifier,pe_oi,pe_exchange_change_oi,pe_exchange_pchange_oi,pe_interval_oi_change,pe_volume_cumulative,pe_interval_volume,pe_volume_counter_reset,pe_ltp,pe_price_change,pe_price_pchange,pe_iv,pe_iv_valid,pe_bid,pe_bid_qty,pe_ask,pe_ask_qty,pe_total_buy_qty,pe_total_sell_qty,pe_mid,pe_spread,pe_spread_pct,pe_intrinsic,pe_extrinsic_ltp,strike_oi_pcr,exchange_change_oi_ce_minus_pe
2.1.0,20260828_151103_000,2026-08-28T15:11:03+05:30,2026-08-28T15:11:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,5adbcd5a084c18f0,0.0,False,24127.95,24127.75,24122.6,24188.3,24076.85,24090.85,10.82,24150,24150,24400,272.05,ABOVE_SPOT,,60.0,60.0,NSE_FO|47001,209733,21520,,-845,2213597,12896,False,25.7,-6.1,-19.1824,10.5,True,25.65,5330,25.75,13390,,,25.7,0.1,0.0039,0.0,25.7,NSE_FO|47002,29977,-4826,,-35,327596,815,False,225.3,-9.35,-3.9847,0.0,False,224.6,195,225.15,585,,,224.875,0.55,0.0024,272.05,-46.75,0.1429,26346
2.1.0,20260828_151203_001,2026-08-28T15:12:03+05:30,2026-08-28T15:12:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,b2d9661d809dffb9,0.0,False,24153.95,24154.2,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,23900,-253.95,BELOW_SPOT,,60.0,60.0,NSE_FO|46981,6457,2857,,-53,89363,908,False,344.45,30.7,9.7849,16.86,True,346.15,195,347.2,260,,,346.675,1.05,0.003,253.95,90.5,NSE_FO|46982,104505,36522,,-89,1777314,17942,False,11.25,-8.0,-41.5584,8.82,True,11.05,5265,11.1,2665,,,11.075,0.05,0.0045,0.0,11.25,16.1848,-33665
2.1.0,20260828_151203_001,2026-08-28T15:12:03+05:30,2026-08-28T15:12:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,b2d9661d809dffb9,0.0,False,24153.95,24154.2,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,23950,-203.95,BELOW_SPOT,,60.0,60.0,NSE_FO|46983,3281,1106,,-72,76046,779,False,299.7,30.45,11.3092,16.43,True,300.0,390,301.0,195,,,300.5,1.0,0.0033,203.95,95.75,NSE_FO|46984,58544,26726,,-244,1509378,16417,False,15.2,-10.35,-40.5088,8.26,True,15.1,1300,15.15,650,,,15.125,0.05,0.0033,0.0,15.2,17.8433,-25620
2.1.0,20260828_151203_001,2026-08-28T15:12:03+05:30,2026-08-28T15:12:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,b2d9661d809dffb9,0.0,False,24153.95,24154.2,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24000,-153.95,BELOW_SPOT,,60.0,60.0,NSE_FO|46985,36447,10390,,-673,698876,8953,False,254.25,26.5,11.6356,14.77,True,256.75,65,257.3,130,,,257.025,0.55,0.0021,153.95,100.3,NSE_FO|46986,199407,90089,,-1628,4032403,39635,False,21.55,-13.55,-38.604,8.04,True,21.0,585,21.05,3250,,,21.025,0.05,0.0024,0.0,21.55,5.4711,-79699
2.1.0,20260828_151203_001,2026-08-28T15:12:03+05:30,2026-08-28T15:12:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,b2d9661d809dffb9,0.0,False,24153.95,24154.2,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24050,-103.95,BELOW_SPOT,,60.0,60.0,NSE_FO|46987,21096,10673,,-1076,636343,8150,False,213.65,22.35,11.6832,14.21,True,213.45,65,214.05,325,,,213.75,0.6,0.0028,103.95,109.7,NSE_FO|46988,103991,67045,,-1257,2993499,27642,False,29.2,-17.45,-37.4062,7.4,True,29.15,195,29.25,2535,,,29.2,0.1,0.0034,0.0,29.2,4.9294,-56372
2.1.0,20260828_151203_001,2026-08-28T15:12:03+05:30,2026-08-28T15:12:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,b2d9661d809dffb9,0.0,False,24153.95,24154.2,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24100,-53.95,BELOW_SPOT,,60.0,60.0,NSE_FO|46989,134604,88119,,-3275,3287723,45976,False,173.55,18.3,11.7874,13.01,True,175.8,455,176.3,130,,,176.05,0.5,0.0028,53.95,119.6,NSE_FO|46990,235162,150979,,-4189,6993805,68288,False,41.55,-20.6,-33.1456,7.1,True,39.85,2665,40.0,3120,,,39.925,0.15,0.0038,0.0,41.55,1.7471,-62860
2.1.0,20260828_151203_001,2026-08-28T15:12:03+05:30,2026-08-28T15:12:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,b2d9661d809dffb9,0.0,False,24153.95,24154.2,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24150,-3.95,ATM,,60.0,60.0,NSE_FO|46991,139226,78989,,-4186,3610456,46830,False,138.95,12.1,9.5388,12.5,True,139.1,130,139.45,455,,,139.275,0.35,0.0025,3.95,135.0,NSE_FO|46992,129750,75500,,-2546,5359815,48543,False,56.2,-22.75,-28.8157,6.66,True,56.25,390,56.4,2080,,,56.325,0.15,0.0027,0.0,56.2,0.9319,3489
2.1.0,20260828_151203_001,2026-08-28T15:12:03+05:30,2026-08-28T15:12:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,b2d9661d809dffb9,0.0,False,24153.95,24154.2,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24200,46.05,ABOVE_SPOT,,60.0,60.0,NSE_FO|46993,250439,96751,,-5169,4860298,62334,False,107.85,9.1,9.2152,11.93,True,109.7,130,110.0,325,,,109.85,0.3,0.0027,0.0,107.85,NSE_FO|46994,157515,56337,,-411,4449420,37999,False,74.45,-28.35,-27.5778,5.97,True,73.05,130,73.2,975,,,73.125,0.15,0.0021,46.05,28.4,0.629,40414
2.1.0,20260828_151203_001,2026-08-28T15:12:03+05:30,2026-08-28T15:12:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,b2d9661d809dffb9,0.0,False,24153.95,24154.2,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24250,96.05,ABOVE_SPOT,,60.0,60.0,NSE_FO|46995,149040,60028,,-3734,2598042,32056,False,83.1,6.2,8.0624,11.36,True,83.45,390,83.7,1300,,,83.575,0.25,0.003,0.0,83.1,NSE_FO|46996,52890,12360,,11,1383223,12156,False,97.6,-31.25,-24.253,5.37,True,96.75,65,97.1,845,,,96.925,0.35,0.0036,96.05,1.55,0.3549,47668
2.1.0,20260828_151203_001,2026-08-28T15:12:03+05:30,2026-08-28T15:12:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,b2d9661d809dffb9,0.0,False,24153.95,24154.2,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24300,146.05,ABOVE_SPOT,,60.0,60.0,NSE_FO|46997,277436,74106,,-3804,3395869,44620,False,61.65,3.7,6.3848,11.22,True,61.8,1300,61.95,910,,,61.875,0.15,0.0024,0.0,61.65,NSE_FO|46998,69026,-7014,,-68,1457931,10810,False,126.0,-36.35,-22.3899,0.0,False,125.75,65,126.0,650,,,125.875,0.25,0.002,146.05,-20.05,0.2488,81120
2.1.0,20260828_151203_001,2026-08-28T15:12:03+05:30,2026-08-28T15:12:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,b2d9661d809dffb9,0.0,False,24153.95,24154.2,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24350,196.05,ABOVE_SPOT,,60.0,60.0,NSE_FO|46999,163077,39762,,-1508,1770827,22664,False,43.9,0.35,0.8037,10.8,True,44.5,1495,44.65,1235,,,44.575,0.15,0.0034,0.0,43.9,NSE_FO|47000,23790,-1750,,-119,324794,2322,False,161.45,-33.55,-17.2051,0.0,False,158.2,65,158.45,130,,,158.325,0.25,0.0016,196.05,-34.6,0.1459,41512
2.1.0,20260828_151203_001,2026-08-28T15:12:03+05:30,2026-08-28T15:12:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,b2d9661d809dffb9,0.0,False,24153.95,24154.2,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24400,246.05,ABOVE_SPOT,,60.0,60.0,NSE_FO|47001,208648,20435,,-1085,2244724,31127,False,31.1,-0.7,-2.2013,10.74,True,31.25,650,31.3,3445,,,31.275,0.05,0.0016,0.0,31.1,NSE_FO|47002,29795,-5008,,-182,330529,2933,False,196.2,-38.45,-16.3861,0.0,False,195.95,130,196.6,195,,,196.275,0.65,0.0033,246.05,-49.85,0.1428,25443
2.1.0,20260828_151303_000,2026-08-28T15:13:03+05:30,2026-08-28T15:13:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,055050c4c28167ef,0.0,False,24153.2,24155.7,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,23900,-253.2,BELOW_SPOT,,60.0,60.0,NSE_FO|46981,6289,2689,,-168,90005,642,False,339.8,26.05,8.3028,16.89,True,339.2,325,340.2,455,,,339.7,1.0,0.0029,253.2,86.6,NSE_FO|46982,105630,37647,,1125,1793713,16399,False,11.4,-7.85,-40.7792,8.82,True,11.5,10205,11.55,2665,,,11.525,0.05,0.0043,0.0,11.4,16.796,-34958
2.1.0,20260828_151303_000,2026-08-28T15:13:03+05:30,2026-08-28T15:13:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,055050c4c28167ef,0.0,False,24153.2,24155.7,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,23950,-203.2,BELOW_SPOT,,60.0,60.0,NSE_FO|46983,2992,817,,-289,76698,652,False,295.6,26.35,9.7864,15.87,True,294.35,390,295.15,130,,,294.75,0.8,0.0027,203.2,92.4,NSE_FO|46984,58611,26793,,67,1522333,12955,False,15.6,-9.95,-38.9432,8.39,True,15.6,5395,15.7,5395,,,15.65,0.1,0.0064,0.0,15.6,19.5892,-25976
2.1.0,20260828_151303_000,2026-08-28T15:13:03+05:30,2026-08-28T15:13:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,055050c4c28167ef,0.0,False,24153.2,24155.7,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24000,-153.2,BELOW_SPOT,,60.0,60.0,NSE_FO|46985,32287,6230,,-4160,705537,6661,False,250.55,22.8,10.011,14.76,True,250.2,65,250.75,260,,,250.475,0.55,0.0022,153.2,97.35,NSE_FO|46986,192033,82715,,-7374,4068503,36100,False,21.95,-13.15,-37.4644,8.01,True,21.9,1170,21.95,2470,,,21.925,0.05,0.0023,0.0,21.95,5.9477,-76485
2.1.0,20260828_151303_000,2026-08-28T15:13:03+05:30,2026-08-28T15:13:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,055050c4c28167ef,0.0,False,24153.2,24155.7,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24050,-103.2,BELOW_SPOT,,60.0,60.0,NSE_FO|46987,18160,7737,,-2936,643657,7314,False,209.05,17.75,9.2786,13.83,True,209.1,650,209.65,260,,,209.375,0.55,0.0026,103.2,105.85,NSE_FO|46988,99600,62654,,-4391,3020266,26767,False,29.85,-16.8,-36.0129,7.6,True,29.95,130,30.0,2860,,,29.975,0.05,0.0017,0.0,29.85,5.4846,-54917
2.1.0,20260828_151303_000,2026-08-28T15:13:03+05:30,2026-08-28T15:13:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,055050c4c28167ef,0.0,False,24153.2,24155.7,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24100,-53.2,BELOW_SPOT,,60.0,60.0,NSE_FO|46989,114333,67848,,-20271,3334337,46614,False,169.6,14.35,9.2432,12.99,True,169.35,260,169.6,260,,,169.475,0.25,0.0015,53.2,116.4,NSE_FO|46990,229774,145591,,-5388,7053822,60017,False,42.3,-19.85,-31.9389,7.24,True,42.15,260,42.25,8060,,,42.2,0.1,0.0024,0.0,42.3,2.0097,-77743
2.1.0,20260828_151303_000,2026-08-28T15:13:03+05:30,2026-08-28T15:13:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,055050c4c28167ef,0.0,False,24153.2,24155.7,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24150,-3.2,ATM,,60.0,60.0,NSE_FO|46991,121723,61486,,-17503,3661813,51357,False,135.55,8.7,6.8585,12.29,True,137.05,325,137.45,845,,,137.25,0.4,0.0029,3.2,132.35,NSE_FO|46992,129908,75658,,158,5401926,42111,False,56.85,-22.1,-27.9924,6.77,True,56.1,65,56.2,845,,,56.15,0.1,0.0018,0.0,56.85,1.0672,-14172
2.1.0,20260828_151303_000,2026-08-28T15:13:03+05:30,2026-08-28T15:13:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,055050c4c28167ef,0.0,False,24153.2,24155.7,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24200,46.8,ABOVE_SPOT,,60.0,60.0,NSE_FO|46993,231073,77385,,-19366,4929347,69049,False,105.8,7.05,7.1392,11.72,True,105.5,715,105.75,390,,,105.625,0.25,0.0024,0.0,105.8,NSE_FO|46994,154303,53125,,-3212,4490560,41140,False,76.0,-26.8,-26.07,6.21,True,75.95,65,76.0,65,,,75.975,0.05,0.0007,46.8,29.2,0.6678,24260
2.1.0,20260828_151303_000,2026-08-28T15:13:03+05:30,2026-08-28T15:13:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,055050c4c28167ef,0.0,False,24153.2,24155.7,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24250,96.8,ABOVE_SPOT,,60.0,60.0,NSE_FO|46995,137816,48804,,-11224,2641977,43935,False,80.1,3.2,4.1612,11.27,True,79.75,2730,79.95,455,,,79.85,0.2,0.0025,0.0,80.1,NSE_FO|46996,53380,12850,,490,1395558,12335,False,100.3,-28.55,-22.1575,5.46,True,100.7,260,100.95,715,,,100.825,0.25,0.0025,96.8,3.5,0.3873,35954
2.1.0,20260828_151303_000,2026-08-28T15:13:03+05:30,2026-08-28T15:13:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,055050c4c28167ef,0.0,False,24153.2,24155.7,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24300,146.8,ABOVE_SPOT,,60.0,60.0,NSE_FO|46997,265892,62562,,-11544,3452139,56270,False,59.25,1.3,2.2433,11.0,True,59.0,3900,59.2,5070,,,59.1,0.2,0.0034,0.0,59.25,NSE_FO|46998,68070,-7970,,-956,1469895,11964,False,129.55,-32.8,-20.2033,3.91,True,129.25,325,129.6,910,,,129.425,0.35,0.0027,146.8,-17.25,0.256,70532
2.1.0,20260828_151303_000,2026-08-28T15:13:03+05:30,2026-08-28T15:13:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,055050c4c28167ef,0.0,False,24153.2,24155.7,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24350,196.8,ABOVE_SPOT,,60.0,60.0,NSE_FO|46999,159570,36255,,-3507,1799038,28211,False,42.3,-1.25,-2.8703,10.71,True,42.35,2340,42.45,325,,,42.4,0.1,0.0024,0.0,42.3,NSE_FO|47000,23651,-1889,,-139,326529,1735,False,163.15,-31.85,-16.3333,0.0,False,162.9,390,163.3,130,,,163.1,0.4,0.0025,196.8,-33.65,0.1482,38144
2.1.0,20260828_151303_000,2026-08-28T15:13:03+05:30,2026-08-28T15:13:03+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,055050c4c28167ef,0.0,False,24153.2,24155.7,24122.6,24188.3,24076.85,24090.85,10.71,24150,24150,24400,246.8,ABOVE_SPOT,,60.0,60.0,NSE_FO|47001,202491,14278,,-6157,2293694,48970,False,29.85,-1.95,-6.1321,10.54,True,29.8,5135,29.85,260,,,29.825,0.05,0.0017,0.0,29.85,NSE_FO|47002,29544,-5259,,-251,333105,2576,False,199.9,-34.75,-14.8093,0.0,False,199.55,390,200.1,455,,,199.825,0.55,0.0028,246.8,-46.9,0.1459,19537
2.1.0,20260828_151402_999,2026-08-28T15:14:02+05:30,2026-08-28T15:14:02+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,0ec12ee9273ce9e4,0.0,False,24147.65,24147.65,24122.6,24188.3,24076.85,24090.85,10.72,24150,24150,23900,-247.65,BELOW_SPOT,,59.0,59.0,NSE_FO|46981,6162,2562,,-127,90510,505,False,334.05,20.3,6.4701,15.73,True,333.55,325,334.5,520,,,334.025,0.95,0.0028,247.65,86.4,NSE_FO|46982,106441,38458,,811,1805907,12194,False,12.35,-6.9,-35.8442,8.99,True,12.35,6760,12.4,4745,,,12.375,0.05,0.004,0.0,12.35,17.2738,-35896
2.1.0,20260828_151402_999,2026-08-28T15:14:02+05:30,2026-08-28T15:14:02+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,0ec12ee9273ce9e4,0.0,False,24147.65,24147.65,24122.6,24188.3,24076.85,24090.85,10.72,24150,24150,23950,-197.65,BELOW_SPOT,,59.0,59.0,NSE_FO|46983,2901,726,,-91,77125,427,False,287.7,18.45,6.8524,15.02,True,287.75,325,288.6,325,,,288.175,0.85,0.0029,197.65,90.05,NSE_FO|46984,57859,26041,,-752,1529344,7011,False,17.05,-8.5,-33.2681,8.59,True,17.0,1950,17.05,2210,,,17.025,0.05,0.0029,0.0,17.05,19.9445,-25315
2.1.0,20260828_151402_999,2026-08-28T15:14:02+05:30,2026-08-28T15:14:02+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,0ec12ee9273ce9e4,0.0,False,24147.65,24147.65,24122.6,24188.3,24076.85,24090.85,10.72,24150,24150,24000,-147.65,BELOW_SPOT,,59.0,59.0,NSE_FO|46985,33076,7019,,789,710858,5321,False,245.2,17.45,7.6619,13.85,True,245.2,130,245.5,325,,,245.35,0.3,0.0012,147.65,97.55,NSE_FO|46986,193472,84154,,1439,4092533,24030,False,23.35,-11.75,-33.4758,8.27,True,23.35,7150,23.45,8190,,,23.4,0.1,0.0043,0.0,23.35,5.8493,-77135
2.1.0,20260828_151402_999,2026-08-28T15:14:02+05:30,2026-08-28T15:14:02+05:30,Asia/Kolkata,UPSTOX,NIFTY,2026-09-01,65,0ec12ee9273ce9e4,0.0,False,24147.65,24147.65,24122.6,24188.3,24076.85,24090.85,10.72,24150,24150,24050,-97.65,BELOW_SPOT,,59.0,59.0,NSE_FO|46987,17809,7386,,-351,646729,3072,False,203.3,12.0,6.2729,13.08,True,203.65,650,204.2,455,,,203.925,0.55,0.0027,97.65,105.65,NSE_FO|46988,96205,59259,,-3395,3038858,18592,False,32.3,-14.35,-30.761,7.81,True,32.0,65,32.05,1040,,,32.025,0.05,0.0016,0.0,32.3,5.402,-51873
