schema_version,capture_timestamp,spot,india_vix,nifty_index_last,index_day_high,index_day_low
2.1.0,2026-08-28T13:40:20+05:30,24113.65,10.74,24113.65,24188.3,24076.85
2.1.0,2026-08-28T13:40:40+05:30,24116.35,10.73,24116.35,24188.3,24076.85
2.1.0,2026-08-28T13:41:19+05:30,24118.8,10.71,24118.8,24188.3,24076.85
2.1.0,2026-08-28T13:41:39+05:30,24114.75,10.73,24114.75,24188.3,24076.85
2.1.0,2026-08-28T13:42:20+05:30,24111.4,10.71,24111.4,24188.3,24076.85
2.1.0,2026-08-28T13:42:39+05:30,24111.25,10.7,24111.25,24188.3,24076.85
2.1.0,2026-08-28T13:43:20+05:30,24112.5,10.75,24112.5,24188.3,24076.85
2.1.0,2026-08-28T13:43:40+05:30,24112.6,10.74,24112.6,24188.3,24076.85
2.1.0,2026-08-28T13:44:20+05:30,24112.9,10.74,24112.9,24188.3,24076.85
2.1.0,2026-08-28T13:44:39+05:30,24114.0,10.75,24114.0,24188.3,24076.85
2.1.0,2026-08-28T13:45:20+05:30,24111.45,10.73,24111.45,24188.3,24076.85
2.1.0,2026-08-28T13:45:40+05:30,24112.55,10.74,24112.55,24188.3,24076.85
2.1.0,2026-08-28T13:46:20+05:30,24112.3,10.73,24112.3,24188.3,24076.85
2.1.0,2026-08-28T13:46:40+05:30,24112.3,10.78,24112.3,24188.3,24076.85
2.1.0,2026-08-28T13:47:20+05:30,24111.0,10.76,24111.0,24188.3,24076.85
2.1.0,2026-08-28T13:47:40+05:30,24110.3,10.7,24110.3,24188.3,24076.85
2.1.0,2026-08-28T13:48:20+05:30,24104.1,10.73,24104.1,24188.3,24076.85
2.1.0,2026-08-28T13:48:40+05:30,24103.85,10.76,24103.85,24188.3,24076.85
2.1.0,2026-08-28T13:49:20+05:30,24102.5,10.76,24102.5,24188.3,24076.85
2.1.0,2026-08-28T13:49:40+05:30,24103.6,10.75,24103.6,24188.3,24076.85
2.1.0,2026-08-28T13:50:20+05:30,24102.7,10.78,24102.7,24188.3,24076.85
2.1.0,2026-08-28T13:50:40+05:30,24104.85,10.76,24104.85,24188.3,24076.85
2.1.0,2026-08-28T13:51:20+05:30,24101.05,10.79,24101.05,24188.3,24076.85
2.1.0,2026-08-28T13:51:40+05:30,24098.0,10.82,24098.0,24188.3,24076.85
2.1.0,2026-08-28T13:52:20+05:30,24101.6,10.85,24101.6,24188.3,24076.85
2.1.0,2026-08-28T13:52:40+05:30,24104.0,10.85,24104.0,24188.3,24076.85
2.1.0,2026-08-28T13:53:20+05:30,24103.5,10.81,24103.5,24188.3,24076.85
2.1.0,2026-08-28T13:53:40+05:30,24103.95,10.81,24103.95,24188.3,24076.85
2.1.0,2026-08-28T13:54:20+05:30,24102.4,10.81,24102.4,24188.3,24076.85
2.1.0,2026-08-28T13:54:40+05:30,24104.25,10.8,24104.25,24188.3,24076.85
2.1.0,2026-08-28T13:55:20+05:30,24102.45,10.92,24102.45,24188.3,24076.85
2.1.0,2026-08-28T13:55:39+05:30,24100.35,10.92,24100.35,24188.3,24076.85
2.1.0,2026-08-28T13:56:20+05:30,24098.45,10.95,24098.45,24188.3,24076.85
2.1.0,2026-08-28T13:56:40+05:30,24102.95,10.95,24102.95,24188.3,24076.85
2.1.0,2026-08-28T13:57:20+05:30,24103.85,10.96,24103.85,24188.3,24076.85
2.1.0,2026-08-28T13:57:40+05:30,24105.6,10.97,24105.6,24188.3,24076.85
2.1.0,2026-08-28T13:58:20+05:30,24106.75,10.95,24106.75,24188.3,24076.85
2.1.0,2026-08-28T13:58:40+05:30,24108.65,10.95,24108.65,24188.3,24076.85
2.1.0,2026-08-28T13:59:20+05:30,24110.9,10.96,24110.9,24188.3,24076.85
2.1.0,2026-08-28T13:59:39+05:30,24110.0,10.95,24110.0,24188.3,24076.85
2.1.0,2026-08-28T14:00:20+05:30,24110.2,10.95,24110.2,24188.3,24076.85
2.1.0,2026-08-28T14:00:39+05:30,24109.25,10.95,24109.25,24188.3,24076.85
2.1.0,2026-08-28T14:01:20+05:30,24109.15,10.94,24109.15,24188.3,24076.85
2.1.0,2026-08-28T14:01:39+05:30,24107.45,10.92,24107.45,24188.3,24076.85
2.1.0,2026-08-28T14:02:20+05:30,24109.95,10.95,24109.95,24188.3,24076.85
2.1.0,2026-08-28T14:02:39+05:30,24110.55,10.82,24110.55,24188.3,24076.85
2.1.0,2026-08-28T14:03:20+05:30,24109.55,10.82,24109.55,24188.3,24076.85
2.1.0,2026-08-28T14:03:40+05:30,24108.15,10.82,24108.15,24188.3,24076.85
2.1.0,2026-08-28T14:04:20+05:30,24105.05,10.8,24105.05,24188.3,24076.85
2.1.0,2026-08-28T14:04:39+05:30,24104.5,10.83,24104.5,24188.3,24076.85
2.1.0,2026-08-28T14:05:20+05:30,24103.2,10.79,24103.2,24188.3,24076.85
2.1.0,2026-08-28T14:05:40+05:30,24102.0,10.8,24102.0,24188.3,24076.85
2.1.0,2026-08-28T14:06:20+05:30,24101.7,10.8,24101.7,24188.3,24076.85
2.1.0,2026-08-28T14:06:40+05:30,24099.95,10.82,24099.95,24188.3,24076.85
2.1.0,2026-08-28T14:07:20+05:30,24100.85,10.8,24100.85,24188.3,24076.85
2.1.0,2026-08-28T14:07:40+05:30,24101.65,10.8,24101.65,24188.3,24076.85
2.1.0,2026-08-28T14:08:20+05:30,24104.05,10.79,24104.05,24188.3,24076.85
2.1.0,2026-08-28T14:08:40+05:30,24103.65,10.78,24103.65,24188.3,24076.85
2.1.0,2026-08-28T14:09:20+05:30,24103.4,10.8,24103.4,24188.3,24076.85
2.1.0,2026-08-28T14:09:40+05:30,24102.35,10.8,24102.35,24188.3,24076.85
2.1.0,2026-08-28T14:10:19+05:30,24105.35,10.79,24105.35,24188.3,24076.85
2.1.0,2026-08-28T14:10:40+05:30,24107.25,10.79,24107.25,24188.3,24076.85
2.1.0,2026-08-28T14:11:20+05:30,24110.15,10.77,24110.15,24188.3,24076.85
2.1.0,2026-08-28T14:11:40+05:30,24109.9,10.77,24109.9,24188.3,24076.85
2.1.0,2026-08-28T14:12:20+05:30,24111.05,10.78,24111.05,24188.3,24076.85
2.1.0,2026-08-28T14:12:40+05:30,24111.7,10.77,24111.7,24188.3,24076.85
2.1.0,2026-08-28T14:13:20+05:30,24109.0,10.82,24109.0,24188.3,24076.85
2.1.0,2026-08-28T14:13:40+05:30,24112.6,10.77,24112.6,24188.3,24076.85
2.1.0,2026-08-28T14:14:20+05:30,24110.5,10.78,24110.5,24188.3,24076.85
2.1.0,2026-08-28T14:14:40+05:30,24110.35,10.8,24110.35,24188.3,24076.85
2.1.0,2026-08-28T14:15:20+05:30,24111.6,10.78,24111.6,24188.3,24076.85
2.1.0,2026-08-28T14:15:40+05:30,24111.95,10.81,24111.95,24188.3,24076.85
2.1.0,2026-08-28T14:16:20+05:30,24110.0,10.82,24110.0,24188.3,24076.85
2.1.0,2026-08-28T14:16:40+05:30,24113.85,10.8,24113.85,24188.3,24076.85
2.1.0,2026-08-28T14:17:19+05:30,24114.9,10.79,24114.9,24188.3,24076.85
2.1.0,2026-08-28T14:17:40+05:30,24115.0,10.79,24115.0,24188.3,24076.85
2.1.0,2026-08-28T14:18:20+05:30,24119.15,10.82,24119.15,24188.3,24076.85
2.1.0,2026-08-28T14:18:40+05:30,24115.6,10.8,24115.6,24188.3,24076.85
2.1.0,2026-08-28T14:19:20+05:30,24112.7,10.79,24112.7,24188.3,24076.85
2.1.0,2026-08-28T14:19:40+05:30,24110.0,10.83,24110.0,24188.3,24076.85
2.1.0,2026-08-28T14:20:20+05:30,24111.25,10.8,24111.25,24188.3,24076.85
2.1.0,2026-08-28T14:20:39+05:30,24111.25,10.8,24111.25,24188.3,24076.85
2.1.0,2026-08-28T14:21:20+05:30,24111.95,10.82,24111.95,24188.3,24076.85
2.1.0,2026-08-28T14:21:39+05:30,24115.15,10.79,24115.15,24188.3,24076.85
2.1.0,2026-08-28T14:22:20+05:30,24112.0,10.82,24112.0,24188.3,24076.85
2.1.0,2026-08-28T14:22:40+05:30,24111.0,10.82,24111.0,24188.3,24076.85
2.1.0,2026-08-28T14:23:20+05:30,24110.0,10.82,24110.0,24188.3,24076.85
2.1.0,2026-08-28T14:23:40+05:30,24113.55,10.81,24113.55,24188.3,24076.85
2.1.0,2026-08-28T14:24:20+05:30,24113.55,10.82,24113.55,24188.3,24076.85
2.1.0,2026-08-28T14:24:40+05:30,24114.1,10.82,24114.1,24188.3,24076.85
2.1.0,2026-08-28T14:25:20+05:30,24115.35,10.81,24115.35,24188.3,24076.85
2.1.0,2026-08-28T14:25:39+05:30,24115.25,10.81,24115.25,24188.3,24076.85
2.1.0,2026-08-28T14:26:20+05:30,24114.6,10.81,24114.6,24188.3,24076.85
2.1.0,2026-08-28T14:26:40+05:30,24114.6,10.8,24114.6,24188.3,24076.85
2.1.0,2026-08-28T14:27:20+05:30,24114.85,10.81,24114.85,24188.3,24076.85
2.1.0,2026-08-28T14:27:40+05:30,24116.8,10.79,24116.8,24188.3,24076.85
2.1.0,2026-08-28T14:28:20+05:30,24115.85,10.81,24115.85,24188.3,24076.85
2.1.0,2026-08-28T14:28:40+05:30,24118.4,10.87,24118.4,24188.3,24076.85
2.1.0,2026-08-28T14:29:20+05:30,24118.3,10.86,24118.3,24188.3,24076.85
2.1.0,2026-08-28T14:29:40+05:30,24119.5,10.87,24119.5,24188.3,24076.85
2.1.0,2026-08-28T14:30:20+05:30,24121.3,10.92,24121.3,24188.3,24076.85
2.1.0,2026-08-28T14:30:40+05:30,24121.4,10.88,24121.4,24188.3,24076.85
2.1.0,2026-08-28T14:31:20+05:30,24121.2,10.89,24121.2,24188.3,24076.85
2.1.0,2026-08-28T14:31:40+05:30,24121.4,10.87,24121.4,24188.3,24076.85
2.1.0,2026-08-28T14:32:20+05:30,24116.75,10.87,24116.75,24188.3,24076.85
2.1.0,2026-08-28T14:32:39+05:30,24116.45,10.91,24116.45,24188.3,24076.85
2.1.0,2026-08-28T14:33:20+05:30,24114.3,10.87,24114.3,24188.3,24076.85
2.1.0,2026-08-28T14:33:40+05:30,24116.1,10.92,24116.1,24188.3,24076.85
2.1.0,2026-08-28T14:34:20+05:30,24118.8,10.93,24118.8,24188.3,24076.85
2.1.0,2026-08-28T14:34:40+05:30,24122.15,10.84,24122.15,24188.3,24076.85
2.1.0,2026-08-28T14:35:20+05:30,24118.9,10.83,24118.9,24188.3,24076.85
2.1.0,2026-08-28T14:35:40+05:30,24119.1,10.84,24119.1,24188.3,24076.85
2.1.0,2026-08-28T14:36:20+05:30,24119.65,10.82,24119.65,24188.3,24076.85
2.1.0,2026-08-28T14:36:40+05:30,24120.0,10.82,24120.0,24188.3,24076.85
2.1.0,2026-08-28T14:37:20+05:30,24120.25,10.79,24120.25,24188.3,24076.85
2.1.0,2026-08-28T14:37:40+05:30,24121.25,10.75,24121.25,24188.3,24076.85
2.1.0,2026-08-28T14:38:20+05:30,24119.55,10.77,24119.55,24188.3,24076.85
2.1.0,2026-08-28T14:38:39+05:30,24121.0,10.75,24121.0,24188.3,24076.85
2.1.0,2026-08-28T14:39:20+05:30,24119.45,10.8,24119.45,24188.3,24076.85
2.1.0,2026-08-28T14:39:40+05:30,24119.1,10.81,24119.1,24188.3,24076.85
2.1.0,2026-08-28T14:40:20+05:30,24118.05,10.86,24118.05,24188.3,24076.85
2.1.0,2026-08-28T14:40:39+05:30,24117.6,10.86,24117.6,24188.3,24076.85
2.1.0,2026-08-28T14:41:20+05:30,24116.4,10.86,24116.4,24188.3,24076.85
2.1.0,2026-08-28T14:41:40+05:30,24116.0,10.84,24116.0,24188.3,24076.85
2.1.0,2026-08-28T14:42:20+05:30,24114.2,10.87,24114.2,24188.3,24076.85
2.1.0,2026-08-28T14:42:39+05:30,24115.45,10.84,24115.45,24188.3,24076.85
2.1.0,2026-08-28T14:43:20+05:30,24116.95,10.86,24116.95,24188.3,24076.85
2.1.0,2026-08-28T14:43:39+05:30,24117.5,10.89,24117.5,24188.3,24076.85
2.1.0,2026-08-28T14:44:20+05:30,24119.15,10.89,24119.15,24188.3,24076.85
2.1.0,2026-08-28T14:44:39+05:30,24118.35,10.9,24118.35,24188.3,24076.85
2.1.0,2026-08-28T14:45:20+05:30,24118.4,10.92,24118.4,24188.3,24076.85
2.1.0,2026-08-28T14:45:40+05:30,24117.7,10.9,24117.7,24188.3,24076.85
2.1.0,2026-08-28T14:46:19+05:30,24115.25,10.89,24115.25,24188.3,24076.85
2.1.0,2026-08-28T14:46:39+05:30,24116.8,10.92,24116.8,24188.3,24076.85
2.1.0,2026-08-28T14:47:19+05:30,24114.85,10.91,24114.85,24188.3,24076.85
2.1.0,2026-08-28T14:47:40+05:30,24116.85,10.92,24116.85,24188.3,24076.85
2.1.0,2026-08-28T14:48:20+05:30,24120.75,10.91,24120.75,24188.3,24076.85
2.1.0,2026-08-28T14:48:40+05:30,24122.1,10.86,24122.1,24188.3,24076.85
2.1.0,2026-08-28T14:49:20+05:30,24124.7,10.81,24124.7,24188.3,24076.85
2.1.0,2026-08-28T14:49:40+05:30,24126.3,10.81,24126.3,24188.3,24076.85
2.1.0,2026-08-28T14:50:20+05:30,24125.85,10.81,24125.85,24188.3,24076.85
2.1.0,2026-08-28T14:50:40+05:30,24126.3,10.82,24126.3,24188.3,24076.85
2.1.0,2026-08-28T14:51:20+05:30,24135.8,10.8,24135.8,24188.3,24076.85
2.1.0,2026-08-28T14:51:40+05:30,24135.05,10.79,24135.05,24188.3,24076.85
2.1.0,2026-08-28T14:52:20+05:30,24132.9,10.82,24132.9,24188.3,24076.85
2.1.0,2026-08-28T14:52:40+05:30,24134.3,10.8,24134.3,24188.3,24076.85
2.1.0,2026-08-28T14:53:20+05:30,24137.75,10.81,24137.75,24188.3,24076.85
2.1.0,2026-08-28T14:53:39+05:30,24136.0,10.81,24136.0,24188.3,24076.85
2.1.0,2026-08-28T14:54:20+05:30,24136.45,10.82,24136.45,24188.3,24076.85
2.1.0,2026-08-28T14:54:40+05:30,24136.55,10.83,24136.55,24188.3,24076.85
2.1.0,2026-08-28T14:55:20+05:30,24139.55,10.83,24139.55,24188.3,24076.85
2.1.0,2026-08-28T14:55:40+05:30,24136.95,10.83,24136.95,24188.3,24076.85
2.1.0,2026-08-28T14:56:20+05:30,24133.9,10.82,24133.9,24188.3,24076.85
2.1.0,2026-08-28T14:56:40+05:30,24133.15,10.81,24133.15,24188.3,24076.85
2.1.0,2026-08-28T14:57:20+05:30,24131.75,10.81,24131.75,24188.3,24076.85
2.1.0,2026-08-28T14:57:39+05:30,24132.8,10.82,24132.8,24188.3,24076.85
2.1.0,2026-08-28T14:58:20+05:30,24131.65,10.79,24131.65,24188.3,24076.85
2.1.0,2026-08-28T14:58:40+05:30,24132.95,10.78,24132.95,24188.3,24076.85
2.1.0,2026-08-28T14:59:20+05:30,24131.4,10.8,24131.4,24188.3,24076.85
2.1.0,2026-08-28T14:59:40+05:30,24130.5,10.79,24130.5,24188.3,24076.85
2.1.0,2026-08-28T15:00:20+05:30,24124.25,10.81,24124.25,24188.3,24076.85
2.1.0,2026-08-28T15:00:40+05:30,24123.75,10.8,24123.75,24188.3,24076.85
2.1.0,2026-08-28T15:01:19+05:30,24120.4,10.83,24120.4,24188.3,24076.85
2.1.0,2026-08-28T15:01:39+05:30,24118.8,10.85,24118.8,24188.3,24076.85
2.1.0,2026-08-28T15:02:20+05:30,24114.2,10.89,24114.2,24188.3,24076.85
2.1.0,2026-08-28T15:02:40+05:30,24109.15,10.91,24109.15,24188.3,24076.85
2.1.0,2026-08-28T15:03:20+05:30,24110.15,10.9,24110.15,24188.3,24076.85
2.1.0,2026-08-28T15:03:39+05:30,24106.25,10.91,24106.25,24188.3,24076.85
2.1.0,2026-08-28T15:04:20+05:30,24110.35,10.94,24110.35,24188.3,24076.85
2.1.0,2026-08-28T15:04:39+05:30,24110.0,10.93,24110.0,24188.3,24076.85
2.1.0,2026-08-28T15:05:20+05:30,24110.1,10.93,24110.1,24188.3,24076.85
2.1.0,2026-08-28T15:05:40+05:30,24111.1,10.94,24111.1,24188.3,24076.85
2.1.0,2026-08-28T15:06:20+05:30,24110.6,10.92,24110.6,24188.3,24076.85
2.1.0,2026-08-28T15:06:40+05:30,24111.2,10.89,24111.2,24188.3,24076.85
2.1.0,2026-08-28T15:07:20+05:30,24112.1,10.9,24112.1,24188.3,24076.85
2.1.0,2026-08-28T15:07:40+05:30,24110.55,10.93,24110.55,24188.3,24076.85
2.1.0,2026-08-28T15:08:20+05:30,24113.65,10.89,24113.65,24188.3,24076.85
2.1.0,2026-08-28T15:08:40+05:30,24114.7,10.83,24114.7,24188.3,24076.85
2.1.0,2026-08-28T15:09:20+05:30,24123.65,10.78,24123.65,24188.3,24076.85
2.1.0,2026-08-28T15:09:39+05:30,24123.3,10.78,24123.3,24188.3,24076.85
2.1.0,2026-08-28T15:10:20+05:30,24123.8,10.81,24123.8,24188.3,24076.85
2.1.0,2026-08-28T15:10:40+05:30,24127.75,10.82,24127.75,24188.3,24076.85
2.1.0,2026-08-28T15:11:20+05:30,24124.7,10.82,24124.7,24188.3,24076.85
2.1.0,2026-08-28T15:11:39+05:30,24129.65,10.83,24129.65,24188.3,24076.85
2.1.0,2026-08-28T15:12:20+05:30,24154.75,10.8,24154.75,24188.3,24076.85
2.1.0,2026-08-28T15:12:40+05:30,24157.9,10.71,24157.9,24188.3,24076.85
2.1.0,2026-08-28T15:13:20+05:30,24148.85,10.74,24148.85,24188.3,24076.85
2.1.0,2026-08-28T15:13:40+05:30,24150.0,10.72,24150.0,24188.3,24076.85
2.1.0,2026-08-28T15:14:20+05:30,24149.8,10.79,24149.8,24188.3,24076.85
2.1.0,2026-08-28T15:14:40+05:30,24143.05,10.74,24143.05,24188.3,24076.85
2.1.0,2026-08-28T15:15:19+05:30,24142.45,10.66,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:15:40+05:30,24142.45,10.69,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:16:20+05:30,24142.45,10.72,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:16:40+05:30,24142.45,10.72,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:17:20+05:30,24142.45,10.72,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:17:39+05:30,24142.45,10.71,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:18:20+05:30,24142.45,10.79,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:18:40+05:30,24142.45,10.75,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:19:20+05:30,24142.45,10.75,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:19:40+05:30,24142.45,10.76,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:20:20+05:30,24142.45,10.71,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:20:40+05:30,24142.45,10.72,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:21:20+05:30,24142.45,10.69,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:21:40+05:30,24142.45,10.68,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:22:20+05:30,24142.45,10.68,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:22:40+05:30,24142.45,10.68,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:23:20+05:30,24142.45,10.69,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:23:39+05:30,24142.45,10.69,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:24:20+05:30,24142.45,10.73,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:24:40+05:30,24142.45,10.69,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:25:20+05:30,24142.45,10.67,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:25:40+05:30,24142.45,10.68,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:26:20+05:30,24142.45,10.66,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:26:40+05:30,24142.45,10.64,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:27:20+05:30,24142.45,10.67,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:27:40+05:30,24142.45,10.66,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:28:20+05:30,24142.45,10.53,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:28:40+05:30,24142.45,10.56,24142.45,24188.3,24076.85
2.1.0,2026-08-28T15:29:20+05:30,24175.65,10.62,24175.65,24188.3,24076.85
2.1.0,2026-08-28T15:29:40+05:30,24175.65,10.62,24175.65,24188.3,24076.85
