schema_version,snapshot_id,capture_timestamp,source_timestamp,timezone,source,nifty_last,nifty_pchange,bank_last,bank_pchange,it_last,it_pchange,fin_service_last,fin_service_pchange,fmcg_last,fmcg_pchange,auto_last,auto_pchange,metal_last,metal_pchange,pharma_last,pharma_pchange,energy_last,energy_pchange,psu_bank_last,psu_bank_pchange,realty_last,realty_pchange,midcap_select_last,midcap_select_pchange,infra_last,infra_pchange
2.1.0,20260828_134403_000,2026-08-28T13:44:03+05:30,2026-08-28T13:44:03+05:30,Asia/Kolkata,NSE,24112.6,0.09,57393.85,-0.2,31182.7,3.18,26230.55,-0.19,46691.35,-0.72,28773.75,-0.38,13462.1,0.27,26902.45,0.2,37997.85,-0.28,8587.45,-0.0,905.55,-0.45,,,9230.05,-0.08
2.1.0,20260828_134503_000,2026-08-28T13:45:03+05:30,2026-08-28T13:45:03+05:30,Asia/Kolkata,NSE,24112.85,0.09,57394.85,-0.2,31171.15,3.14,26229.4,-0.2,46690.4,-0.72,28787.5,-0.33,13469.75,0.33,26895.0,0.17,37996.25,-0.28,8587.85,0.0,905.5,-0.45,,,9229.65,-0.09
2.1.0,20260828_134603_000,2026-08-28T13:46:03+05:30,2026-08-28T13:46:03+05:30,Asia/Kolkata,NSE,24112.05,0.09,57394.5,-0.2,31175.35,3.16,26229.5,-0.19,46691.8,-0.72,28792.0,-0.32,13468.55,0.32,26894.65,0.17,37995.95,-0.28,8587.55,-0.0,905.45,-0.46,,,9228.85,-0.1
2.1.0,20260828_134703_000,2026-08-28T13:47:03+05:30,2026-08-28T13:47:03+05:30,Asia/Kolkata,NSE,24111.35,0.09,57392.2,-0.2,31171.7,3.15,26228.2,-0.2,46687.1,-0.73,28785.15,-0.34,13467.0,0.31,26894.75,0.17,37991.1,-0.3,8586.8,-0.01,905.2,-0.48,,,9228.95,-0.1
2.1.0,20260828_134803_000,2026-08-28T13:48:03+05:30,2026-08-28T13:48:03+05:30,Asia/Kolkata,NSE,24107.05,0.07,57373.7,-0.24,31168.05,3.13,26222.5,-0.22,46689.6,-0.72,28781.75,-0.35,13463.3,0.28,26898.4,0.18,37989.7,-0.3,8583.25,-0.05,905.45,-0.46,,,9227.3,-0.11
2.1.0,20260828_134903_000,2026-08-28T13:49:03+05:30,2026-08-28T13:49:03+05:30,Asia/Kolkata,NSE,24103.75,0.05,57377.65,-0.23,31163.45,3.12,26224.55,-0.21,46652.05,-0.8,28772.6,-0.38,13462.4,0.28,26900.35,0.19,37989.4,-0.3,8583.05,-0.06,905.4,-0.46,,,9225.3,-0.14
2.1.0,20260828_135003_000,2026-08-28T13:50:03+05:30,2026-08-28T13:50:03+05:30,Asia/Kolkata,NSE,24104.0,0.05,57361.3,-0.26,31180.4,3.17,26219.45,-0.23,46655.8,-0.8,28770.05,-0.39,13464.6,0.29,26897.6,0.18,37988.0,-0.3,8576.15,-0.14,905.6,-0.44,,,9226.65,-0.12
2.1.0,20260828_135103_000,2026-08-28T13:51:03+05:30,2026-08-28T13:51:03+05:30,Asia/Kolkata,NSE,24105.2,0.06,57370.15,-0.24,31175.65,3.16,26220.8,-0.23,46648.85,-0.81,28770.3,-0.39,13463.2,0.28,26893.4,0.17,37986.0,-0.31,8578.05,-0.11,905.4,-0.46,,,9227.35,-0.11
2.1.0,20260828_135203_000,2026-08-28T13:52:03+05:30,2026-08-28T13:52:03+05:30,Asia/Kolkata,NSE,24100.0,0.04,57351.4,-0.28,31177.65,3.17,26212.8,-0.26,46651.5,-0.81,28767.95,-0.4,13461.75,0.27,26886.2,0.14,37984.4,-0.31,8573.9,-0.16,905.1,-0.49,,,9225.1,-0.14
2.1.0,20260828_135303_000,2026-08-28T13:53:03+05:30,2026-08-28T13:53:03+05:30,Asia/Kolkata,NSE,24104.9,0.06,57355.7,-0.27,31181.05,3.18,26217.55,-0.24,46667.15,-0.77,28774.0,-0.38,13470.25,0.34,26884.15,0.13,37989.95,-0.3,8576.2,-0.14,905.75,-0.42,,,9226.4,-0.12
2.1.0,20260828_135403_000,2026-08-28T13:54:03+05:30,2026-08-28T13:54:03+05:30,Asia/Kolkata,NSE,24103.65,0.05,57354.65,-0.27,31186.7,3.19,26211.85,-0.26,46673.55,-0.76,28772.85,-0.38,13464.45,0.29,26880.0,0.12,37989.05,-0.3,8575.8,-0.14,905.25,-0.48,,,9226.45,-0.12
2.1.0,20260828_135503_000,2026-08-28T13:55:03+05:30,2026-08-28T13:55:03+05:30,Asia/Kolkata,NSE,24103.75,0.05,57354.15,-0.27,31187.75,3.2,26211.4,-0.26,46677.35,-0.75,28768.35,-0.4,13465.4,0.3,26886.8,0.14,37991.4,-0.3,8576.8,-0.13,905.25,-0.48,,,9226.6,-0.12
2.1.0,20260828_135603_000,2026-08-28T13:56:03+05:30,2026-08-28T13:56:03+05:30,Asia/Kolkata,NSE,24100.3,0.04,57342.35,-0.29,31187.65,3.2,26206.0,-0.28,46677.95,-0.75,28767.15,-0.4,13463.55,0.29,26892.95,0.16,37986.7,-0.31,8574.3,-0.16,905.15,-0.49,,,9225.8,-0.13
2.1.0,20260828_135703_000,2026-08-28T13:57:03+05:30,2026-08-28T13:57:03+05:30,Asia/Kolkata,NSE,24102.15,0.05,57356.05,-0.27,31192.25,3.21,26215.2,-0.25,46680.3,-0.74,28768.05,-0.4,13463.45,0.28,26889.2,0.15,37990.85,-0.3,8576.15,-0.14,905.15,-0.49,,,9225.0,-0.14
2.1.0,20260828_135803_000,2026-08-28T13:58:03+05:30,2026-08-28T13:58:03+05:30,Asia/Kolkata,NSE,24106.25,0.06,57355.8,-0.27,31204.2,3.25,26216.7,-0.24,46679.15,-0.75,28763.8,-0.41,13467.05,0.31,26891.75,0.16,37994.25,-0.29,8577.95,-0.11,905.25,-0.48,,,9226.9,-0.12
2.1.0,20260828_135903_000,2026-08-28T13:59:03+05:30,2026-08-28T13:59:03+05:30,Asia/Kolkata,NSE,24110.1,0.08,57370.95,-0.24,31224.6,3.32,26220.6,-0.23,46686.95,-0.73,28763.7,-0.41,13468.05,0.32,26890.2,0.15,37991.45,-0.3,8578.0,-0.11,905.35,-0.47,,,9227.05,-0.12
2.1.0,20260828_140003_000,2026-08-28T14:00:03+05:30,2026-08-28T14:00:03+05:30,Asia/Kolkata,NSE,24111.25,0.08,57379.5,-0.23,31198.35,3.23,26226.4,-0.21,46679.35,-0.75,28763.45,-0.42,13467.3,0.31,26886.85,0.14,37993.1,-0.29,8579.55,-0.1,905.4,-0.46,,,9225.95,-0.13
2.1.0,20260828_140103_001,2026-08-28T14:01:03+05:30,2026-08-28T14:01:03+05:30,Asia/Kolkata,NSE,24108.95,0.08,57384.0,-0.22,31194.15,3.22,26228.2,-0.2,46672.65,-0.76,28752.4,-0.45,13464.65,0.29,26889.6,0.15,37977.9,-0.33,8578.5,-0.11,905.3,-0.47,,,9223.6,-0.15
2.1.0,20260828_140202_999,2026-08-28T14:02:02+05:30,2026-08-28T14:02:02+05:30,Asia/Kolkata,NSE,24108.8,0.07,57388.25,-0.21,31189.45,3.2,26230.0,-0.19,46670.5,-0.77,28759.0,-0.43,13463.15,0.28,26885.0,0.14,37973.35,-0.34,8578.8,-0.1,905.1,-0.49,,,9223.3,-0.16
2.1.0,20260828_140303_000,2026-08-28T14:03:03+05:30,2026-08-28T14:03:03+05:30,Asia/Kolkata,NSE,24110.8,0.08,57404.85,-0.18,31188.35,3.2,26237.65,-0.16,46662.95,-0.78,28760.1,-0.43,13461.45,0.27,26882.75,0.13,37977.3,-0.33,8581.15,-0.08,905.3,-0.47,,,9223.8,-0.15
2.1.0,20260828_140402_999,2026-08-28T14:04:02+05:30,2026-08-28T14:04:02+05:30,Asia/Kolkata,NSE,24105.95,0.06,57385.85,-0.22,31197.6,3.23,26229.8,-0.19,46666.3,-0.77,28759.35,-0.43,13464.75,0.29,26879.65,0.12,37972.5,-0.34,8579.45,-0.1,905.6,-0.44,,,9221.55,-0.18
2.1.0,20260828_140503_000,2026-08-28T14:05:03+05:30,2026-08-28T14:05:03+05:30,Asia/Kolkata,NSE,24103.35,0.05,57381.4,-0.22,31194.05,3.22,26227.75,-0.2,46660.7,-0.79,28750.9,-0.46,13464.55,0.29,26885.1,0.14,37962.15,-0.37,8577.9,-0.12,905.35,-0.47,,,9219.65,-0.2
2.1.0,20260828_140603_000,2026-08-28T14:06:03+05:30,2026-08-28T14:06:03+05:30,Asia/Kolkata,NSE,24101.3,0.04,57368.75,-0.25,31190.25,3.21,26226.95,-0.2,46650.5,-0.81,28750.95,-0.46,13462.35,0.28,26878.8,0.11,37961.05,-0.38,8573.65,-0.16,905.3,-0.47,,,9219.75,-0.2
2.1.0,20260828_140703_004,2026-08-28T14:07:03+05:30,2026-08-28T14:07:03+05:30,Asia/Kolkata,NSE,24100.25,0.04,57368.85,-0.25,31186.0,3.19,26225.85,-0.21,46644.2,-0.82,28753.15,-0.45,13460.7,0.26,26881.35,0.12,37957.55,-0.38,8572.3,-0.18,905.15,-0.49,,,9218.5,-0.21
2.1.0,20260828_140803_001,2026-08-28T14:08:03+05:30,2026-08-28T14:08:03+05:30,Asia/Kolkata,NSE,24105.6,0.06,57397.05,-0.2,31185.65,3.19,26235.3,-0.17,46648.5,-0.81,28752.75,-0.45,13462.9,0.28,26883.55,0.13,37952.9,-0.4,8578.6,-0.11,905.0,-0.51,,,9219.75,-0.2
2.1.0,20260828_140903_000,2026-08-28T14:09:03+05:30,2026-08-28T14:09:03+05:30,Asia/Kolkata,NSE,24103.95,0.05,57408.05,-0.18,31168.2,3.13,26233.5,-0.18,46650.45,-0.81,28752.15,-0.45,13463.65,0.29,26886.6,0.14,37951.55,-0.4,8578.75,-0.11,904.85,-0.52,,,9219.35,-0.2
2.1.0,20260828_141003_000,2026-08-28T14:10:03+05:30,2026-08-28T14:10:03+05:30,Asia/Kolkata,NSE,24103.0,0.05,57407.15,-0.18,31145.55,3.06,26232.95,-0.18,46648.0,-0.81,28749.45,-0.46,13464.8,0.29,26889.35,0.15,37954.9,-0.39,8578.15,-0.11,904.95,-0.51,,,9220.25,-0.19
2.1.0,20260828_141103_000,2026-08-28T14:11:03+05:30,2026-08-28T14:11:03+05:30,Asia/Kolkata,NSE,24109.7,0.08,57424.95,-0.15,31144.6,3.06,26242.55,-0.14,46668.85,-0.77,28754.1,-0.45,13470.85,0.34,26896.1,0.18,37958.5,-0.38,8579.8,-0.09,905.4,-0.46,,,9222.3,-0.17
2.1.0,20260828_141203_000,2026-08-28T14:12:03+05:30,2026-08-28T14:12:03+05:30,Asia/Kolkata,NSE,24110.35,0.08,57430.2,-0.14,31146.4,3.06,26242.05,-0.15,46667.85,-0.77,28757.3,-0.44,13470.9,0.34,26889.2,0.15,37969.55,-0.35,8582.7,-0.06,905.6,-0.44,,,9224.15,-0.15
2.1.0,20260828_141303_000,2026-08-28T14:13:03+05:30,2026-08-28T14:13:03+05:30,Asia/Kolkata,NSE,24108.85,0.07,57424.5,-0.15,31145.15,3.06,26239.45,-0.16,46665.45,-0.78,28756.1,-0.44,13468.55,0.32,26891.5,0.16,37966.9,-0.36,8581.9,-0.07,905.9,-0.41,,,9224.35,-0.15
2.1.0,20260828_141402_999,2026-08-28T14:14:02+05:30,2026-08-28T14:14:02+05:30,Asia/Kolkata,NSE,24111.1,0.08,57419.65,-0.16,31143.15,3.05,26238.25,-0.16,46662.9,-0.78,28756.4,-0.44,13468.2,0.32,26894.05,0.17,37966.85,-0.36,8581.8,-0.07,906.05,-0.39,,,9224.4,-0.15
2.1.0,20260828_141503_000,2026-08-28T14:15:03+05:30,2026-08-28T14:15:03+05:30,Asia/Kolkata,NSE,24112.0,0.09,57421.9,-0.15,31150.65,3.08,26239.7,-0.16,46659.15,-0.79,28757.4,-0.44,13463.0,0.28,26894.35,0.17,37967.8,-0.36,8582.9,-0.06,906.2,-0.37,,,9225.0,-0.14
2.1.0,20260828_141603_000,2026-08-28T14:16:03+05:30,2026-08-28T14:16:03+05:30,Asia/Kolkata,NSE,24108.95,0.08,57394.95,-0.2,31145.75,3.06,26232.0,-0.19,46657.15,-0.79,28761.75,-0.42,13458.2,0.25,26890.85,0.16,37971.5,-0.35,8575.6,-0.14,906.2,-0.37,,,9225.0,-0.14
2.1.0,20260828_141702_999,2026-08-28T14:17:02+05:30,2026-08-28T14:17:02+05:30,Asia/Kolkata,NSE,24115.3,0.1,57421.5,-0.15,31142.8,3.05,26243.35,-0.14,46650.45,-0.81,28766.8,-0.4,13465.05,0.3,26891.1,0.16,37966.4,-0.36,8578.15,-0.11,906.15,-0.38,,,9225.1,-0.14
2.1.0,20260828_141803_000,2026-08-28T14:18:03+05:30,2026-08-28T14:18:03+05:30,Asia/Kolkata,NSE,24116.9,0.11,57434.85,-0.13,31150.15,3.07,26248.6,-0.12,46656.4,-0.8,28759.6,-0.43,13467.2,0.31,26895.15,0.17,37965.95,-0.36,8579.6,-0.1,906.05,-0.39,,,9225.7,-0.13
2.1.0,20260828_141903_000,2026-08-28T14:19:03+05:30,2026-08-28T14:19:03+05:30,Asia/Kolkata,NSE,24114.25,0.1,57420.6,-0.16,31153.1,3.08,26243.65,-0.14,46655.05,-0.8,28758.65,-0.43,13463.45,0.28,26893.15,0.17,37966.95,-0.36,8578.3,-0.11,905.9,-0.41,,,9226.05,-0.13
2.1.0,20260828_142002_999,2026-08-28T14:20:02+05:30,2026-08-28T14:20:02+05:30,Asia/Kolkata,NSE,24110.0,0.08,57414.5,-0.17,31142.95,3.05,26240.3,-0.15,46651.0,-0.81,28762.75,-0.42,13463.5,0.29,26899.15,0.19,37966.15,-0.36,8575.3,-0.15,905.8,-0.42,,,9224.55,-0.14
2.1.0,20260828_142102_999,2026-08-28T14:21:02+05:30,2026-08-28T14:21:02+05:30,Asia/Kolkata,NSE,24111.6,0.09,57434.4,-0.13,31127.6,3.0,26248.75,-0.12,46639.85,-0.83,28765.15,-0.41,13463.55,0.29,26899.8,0.19,37962.75,-0.37,8579.85,-0.09,906.0,-0.4,,,9223.5,-0.15
2.1.0,20260828_142203_000,2026-08-28T14:22:03+05:30,2026-08-28T14:22:03+05:30,Asia/Kolkata,NSE,24113.15,0.09,57446.65,-0.11,31120.25,2.98,26253.6,-0.1,46632.45,-0.85,28760.75,-0.42,13465.05,0.3,26901.8,0.2,37961.55,-0.37,8581.5,-0.07,905.95,-0.4,,,9223.8,-0.15
2.1.0,20260828_142303_000,2026-08-28T14:23:03+05:30,2026-08-28T14:23:03+05:30,Asia/Kolkata,NSE,24110.9,0.08,57433.7,-0.13,31123.75,2.99,26249.25,-0.12,46630.45,-0.85,28754.75,-0.45,13461.65,0.27,26908.55,0.22,37959.1,-0.38,8577.2,-0.12,906.05,-0.39,,,9223.9,-0.15
2.1.0,20260828_142403_000,2026-08-28T14:24:03+05:30,2026-08-28T14:24:03+05:30,Asia/Kolkata,NSE,24112.85,0.09,57441.1,-0.12,31124.9,2.99,26252.65,-0.11,46627.1,-0.86,28760.2,-0.43,13461.45,0.27,26912.05,0.24,37963.3,-0.37,8581.05,-0.08,905.95,-0.4,,,9224.2,-0.15
2.1.0,20260828_142503_000,2026-08-28T14:25:03+05:30,2026-08-28T14:25:03+05:30,Asia/Kolkata,NSE,24116.0,0.1,57444.1,-0.11,31145.2,3.06,26251.65,-0.11,46633.55,-0.84,28767.6,-0.4,13467.4,0.31,26920.65,0.27,37962.5,-0.37,8582.6,-0.06,906.05,-0.39,,,9223.85,-0.15
2.1.0,20260828_142602_999,2026-08-28T14:26:02+05:30,2026-08-28T14:26:02+05:30,Asia/Kolkata,NSE,24116.0,0.1,57431.55,-0.14,31135.45,3.03,26248.4,-0.12,46647.95,-0.81,28772.75,-0.38,13465.0,0.3,26926.0,0.29,37961.3,-0.37,8580.4,-0.09,905.8,-0.42,,,9225.8,-0.13
2.1.0,20260828_142702_999,2026-08-28T14:27:02+05:30,2026-08-28T14:27:02+05:30,Asia/Kolkata,NSE,24115.1,0.1,57435.7,-0.13,31133.35,3.02,26248.85,-0.12,46650.05,-0.81,28775.15,-0.38,13464.7,0.29,26921.6,0.27,37962.45,-0.37,8581.5,-0.07,905.85,-0.41,,,9224.7,-0.14
2.1.0,20260828_142803_000,2026-08-28T14:28:03+05:30,2026-08-28T14:28:03+05:30,Asia/Kolkata,NSE,24115.6,0.1,57439.5,-0.12,31133.35,3.02,26251.2,-0.11,46647.8,-0.81,28775.15,-0.38,13462.55,0.28,26932.05,0.31,37959.35,-0.38,8579.6,-0.1,906.0,-0.4,,,9224.55,-0.14
2.1.0,20260828_142903_003,2026-08-28T14:29:03+05:30,2026-08-28T14:29:03+05:30,Asia/Kolkata,NSE,24118.0,0.11,57439.05,-0.12,31138.45,3.04,26252.05,-0.11,46649.1,-0.81,28776.95,-0.37,13462.7,0.28,26943.75,0.35,37965.8,-0.36,8579.6,-0.1,906.2,-0.37,,,9227.2,-0.11
2.1.0,20260828_143002_999,2026-08-28T14:30:02+05:30,2026-08-28T14:30:02+05:30,Asia/Kolkata,NSE,24119.75,0.12,57433.25,-0.13,31142.25,3.05,26249.05,-0.12,46649.45,-0.81,28781.1,-0.35,13464.3,0.29,26936.85,0.33,37963.8,-0.37,8578.95,-0.1,906.1,-0.38,,,9228.1,-0.11
2.1.0,20260828_143103_000,2026-08-28T14:31:03+05:30,2026-08-28T14:31:03+05:30,Asia/Kolkata,NSE,24121.05,0.13,57432.5,-0.13,31133.35,3.02,26249.55,-0.12,46636.95,-0.84,28789.6,-0.33,13463.9,0.29,26938.1,0.33,37972.4,-0.35,8578.9,-0.1,906.25,-0.37,,,9229.0,-0.1
2.1.0,20260828_143203_000,2026-08-28T14:32:03+05:30,2026-08-28T14:32:03+05:30,Asia/Kolkata,NSE,24117.75,0.11,57414.0,-0.17,31135.15,3.02,26247.9,-0.12,46638.1,-0.83,28781.25,-0.35,13463.65,0.29,26925.15,0.28,37972.65,-0.34,8577.75,-0.12,906.3,-0.36,,,9227.1,-0.12
2.1.0,20260828_143303_000,2026-08-28T14:33:03+05:30,2026-08-28T14:33:03+05:30,Asia/Kolkata,NSE,24115.85,0.1,57425.1,-0.15,31129.8,3.01,26243.45,-0.14,46647.0,-0.82,28782.9,-0.35,13462.2,0.28,26922.15,0.27,37971.3,-0.35,8579.7,-0.09,906.45,-0.35,,,9226.0,-0.13
2.1.0,20260828_143403_000,2026-08-28T14:34:03+05:30,2026-08-28T14:34:03+05:30,Asia/Kolkata,NSE,24118.1,0.11,57429.6,-0.14,31132.0,3.01,26249.3,-0.12,46646.05,-0.82,28781.95,-0.35,13461.25,0.27,26926.6,0.29,37973.35,-0.34,8579.0,-0.1,906.4,-0.35,,,9225.75,-0.13
2.1.0,20260828_143503_003,2026-08-28T14:35:03+05:30,2026-08-28T14:35:03+05:30,Asia/Kolkata,NSE,24120.5,0.12,57433.95,-0.13,31131.3,3.01,26252.7,-0.11,46659.6,-0.79,28784.4,-0.34,13461.8,0.27,26945.0,0.36,37984.85,-0.31,8581.5,-0.07,906.45,-0.35,,,9227.9,-0.11
2.1.0,20260828_143603_000,2026-08-28T14:36:03+05:30,2026-08-28T14:36:03+05:30,Asia/Kolkata,NSE,24117.1,0.11,57426.85,-0.14,31131.6,3.01,26249.65,-0.12,46648.85,-0.81,28783.6,-0.35,13464.85,0.3,26946.85,0.37,37982.4,-0.32,8580.9,-0.08,906.7,-0.32,,,9226.65,-0.12
2.1.0,20260828_143703_000,2026-08-28T14:37:03+05:30,2026-08-28T14:37:03+05:30,Asia/Kolkata,NSE,24119.05,0.12,57425.8,-0.15,31131.45,3.01,26252.3,-0.11,46651.65,-0.81,28780.75,-0.36,13466.6,0.31,26943.1,0.35,37985.5,-0.31,8579.25,-0.1,907.05,-0.28,,,9228.1,-0.11
2.1.0,20260828_143803_000,2026-08-28T14:38:03+05:30,2026-08-28T14:38:03+05:30,Asia/Kolkata,NSE,24120.9,0.12,57428.05,-0.14,31127.7,3.0,26251.35,-0.11,46643.75,-0.82,28785.15,-0.34,13470.25,0.34,26950.4,0.38,37989.1,-0.3,8579.3,-0.1,907.05,-0.28,,,9229.65,-0.09
2.1.0,20260828_143903_000,2026-08-28T14:39:03+05:30,2026-08-28T14:39:03+05:30,Asia/Kolkata,NSE,24120.9,0.12,57420.15,-0.16,31130.2,3.01,26249.45,-0.12,46642.35,-0.83,28792.65,-0.31,13469.95,0.33,26936.95,0.33,37988.0,-0.3,8580.5,-0.09,907.2,-0.26,,,9229.75,-0.09
2.1.0,20260828_144003_000,2026-08-28T14:40:03+05:30,2026-08-28T14:40:03+05:30,Asia/Kolkata,NSE,24119.3,0.12,57406.45,-0.18,31122.85,2.98,26243.8,-0.14,46641.95,-0.83,28802.9,-0.28,13469.5,0.33,26936.05,0.33,37985.45,-0.31,8580.65,-0.08,907.5,-0.23,,,9229.65,-0.09
2.1.0,20260828_144103_000,2026-08-28T14:41:03+05:30,2026-08-28T14:41:03+05:30,Asia/Kolkata,NSE,24118.9,0.12,57402.6,-0.19,31121.1,2.98,26240.35,-0.15,46634.1,-0.84,28805.45,-0.27,13469.6,0.33,26940.4,0.34,37976.8,-0.33,8578.7,-0.11,907.15,-0.27,,,9229.7,-0.09
2.1.0,20260828_144203_000,2026-08-28T14:42:03+05:30,2026-08-28T14:42:03+05:30,Asia/Kolkata,NSE,24115.7,0.1,57406.9,-0.18,31105.25,2.93,26240.5,-0.15,46633.9,-0.84,28793.65,-0.31,13466.0,0.3,26941.05,0.34,37975.25,-0.34,8579.65,-0.09,907.25,-0.26,,,9228.75,-0.1
2.1.0,20260828_144302_999,2026-08-28T14:43:02+05:30,2026-08-28T14:43:02+05:30,Asia/Kolkata,NSE,24116.65,0.11,57406.3,-0.18,31112.15,2.95,26239.55,-0.16,46628.9,-0.85,28799.2,-0.29,13468.55,0.32,26952.85,0.39,37976.0,-0.34,8579.4,-0.1,907.95,-0.18,,,9228.0,-0.11
2.1.0,20260828_144403_000,2026-08-28T14:44:03+05:30,2026-08-28T14:44:03+05:30,Asia/Kolkata,NSE,24119.9,0.12,57415.65,-0.16,31114.75,2.96,26245.55,-0.13,46628.6,-0.85,28804.2,-0.27,13468.8,0.32,26965.35,0.43,37982.1,-0.32,8580.0,-0.09,908.7,-0.1,,,9229.65,-0.09
2.1.0,20260828_144503_000,2026-08-28T14:45:03+05:30,2026-08-28T14:45:03+05:30,Asia/Kolkata,NSE,24118.6,0.12,57410.3,-0.17,31117.8,2.97,26242.35,-0.15,46641.5,-0.83,28796.35,-0.3,13465.55,0.3,26968.0,0.44,37979.65,-0.33,8580.4,-0.09,908.5,-0.12,,,9229.2,-0.09
2.1.0,20260828_144603_000,2026-08-28T14:46:03+05:30,2026-08-28T14:46:03+05:30,Asia/Kolkata,NSE,24116.6,0.11,57401.7,-0.19,31116.3,2.96,26241.35,-0.15,46644.45,-0.82,28801.1,-0.29,13466.65,0.31,26961.7,0.42,37984.05,-0.31,8578.5,-0.11,908.7,-0.1,,,9228.85,-0.1
2.1.0,20260828_144703_000,2026-08-28T14:47:03+05:30,2026-08-28T14:47:03+05:30,Asia/Kolkata,NSE,24114.55,0.1,57399.1,-0.19,31117.75,2.97,26237.4,-0.16,46632.85,-0.85,28799.65,-0.29,13466.9,0.31,26962.55,0.42,37981.2,-0.32,8578.9,-0.1,908.85,-0.08,,,9228.75,-0.1
2.1.0,20260828_144803_000,2026-08-28T14:48:03+05:30,2026-08-28T14:48:03+05:30,Asia/Kolkata,NSE,24117.9,0.11,57396.95,-0.2,31122.5,2.98,26238.65,-0.16,46648.4,-0.81,28809.6,-0.26,13472.15,0.35,26968.55,0.45,37992.1,-0.29,8579.5,-0.1,908.75,-0.09,,,9230.2,-0.08
2.1.0,20260828_144903_000,2026-08-28T14:49:03+05:30,2026-08-28T14:49:03+05:30,Asia/Kolkata,NSE,24123.45,0.14,57418.4,-0.16,31129.5,3.01,26247.3,-0.13,46662.4,-0.78,28822.65,-0.21,13473.1,0.36,26966.7,0.44,37996.2,-0.28,8583.3,-0.05,908.7,-0.1,,,9231.1,-0.07
2.1.0,20260828_145002_999,2026-08-28T14:50:02+05:30,2026-08-28T14:50:02+05:30,Asia/Kolkata,NSE,24127.95,0.15,57439.7,-0.12,31124.05,2.99,26256.05,-0.09,46656.0,-0.8,28825.35,-0.2,13473.2,0.36,26959.15,0.41,38003.25,-0.26,8588.6,0.01,908.8,-0.09,,,9233.9,-0.04
2.1.0,20260828_145103_000,2026-08-28T14:51:03+05:30,2026-08-28T14:51:03+05:30,Asia/Kolkata,NSE,24135.0,0.18,57450.3,-0.1,31133.3,3.02,26262.55,-0.07,46667.0,-0.77,28827.6,-0.19,13475.25,0.37,26960.8,0.42,38005.1,-0.26,8589.3,0.02,908.75,-0.09,,,9235.7,-0.02
2.1.0,20260828_145203_000,2026-08-28T14:52:03+05:30,2026-08-28T14:52:03+05:30,Asia/Kolkata,NSE,24131.8,0.17,57437.8,-0.13,31147.85,3.07,26254.95,-0.1,46664.1,-0.78,28827.55,-0.19,13476.4,0.38,26957.35,0.4,37998.55,-0.28,8585.95,-0.02,908.4,-0.13,,,9233.75,-0.04
2.1.0,20260828_145303_000,2026-08-28T14:53:03+05:30,2026-08-28T14:53:03+05:30,Asia/Kolkata,NSE,24135.3,0.18,57449.05,-0.11,31153.4,3.08,26258.25,-0.09,46673.05,-0.76,28832.05,-0.18,13475.4,0.37,26970.6,0.45,38004.0,-0.26,8587.4,-0.0,908.25,-0.15,,,9234.15,-0.04
2.1.0,20260828_145403_000,2026-08-28T14:54:03+05:30,2026-08-28T14:54:03+05:30,Asia/Kolkata,NSE,24136.1,0.19,57455.95,-0.09,31142.4,3.05,26262.15,-0.07,46680.85,-0.74,28834.8,-0.17,13474.05,0.36,26972.55,0.46,38002.85,-0.27,8588.15,0.0,908.5,-0.12,,,9234.5,-0.04
2.1.0,20260828_145503_000,2026-08-28T14:55:03+05:30,2026-08-28T14:55:03+05:30,Asia/Kolkata,NSE,24139.05,0.2,57462.95,-0.08,31145.45,3.06,26265.25,-0.06,46686.6,-0.73,28847.6,-0.12,13473.8,0.36,26971.55,0.46,38008.5,-0.25,8588.75,0.01,908.3,-0.14,,,9234.95,-0.03
2.1.0,20260828_145603_000,2026-08-28T14:56:03+05:30,2026-08-28T14:56:03+05:30,Asia/Kolkata,NSE,24136.05,0.19,57453.4,-0.1,31144.85,3.06,26259.4,-0.08,46683.75,-0.74,28841.6,-0.15,13471.2,0.34,26971.55,0.46,37996.95,-0.28,8587.05,-0.01,908.1,-0.16,,,9233.95,-0.04
2.1.0,20260828_145703_000,2026-08-28T14:57:03+05:30,2026-08-28T14:57:03+05:30,Asia/Kolkata,NSE,24132.15,0.17,57444.6,-0.11,31148.35,3.07,26255.95,-0.09,46691.5,-0.72,28841.75,-0.14,13467.5,0.32,26960.75,0.42,37988.0,-0.3,8584.1,-0.04,907.75,-0.2,,,9231.7,-0.07
2.1.0,20260828_145803_002,2026-08-28T14:58:03+05:30,2026-08-28T14:58:03+05:30,Asia/Kolkata,NSE,24130.8,0.17,57453.95,-0.1,31148.35,3.07,26258.8,-0.08,46684.65,-0.74,28842.45,-0.14,13461.7,0.27,26953.85,0.39,37984.95,-0.31,8584.55,-0.04,907.85,-0.19,,,9230.35,-0.08
2.1.0,20260828_145902_999,2026-08-28T14:59:02+05:30,2026-08-28T14:59:02+05:30,Asia/Kolkata,NSE,24129.0,0.16,57453.75,-0.1,31148.3,3.07,26260.0,-0.08,46678.6,-0.75,28836.2,-0.16,13464.4,0.29,26952.35,0.39,37980.45,-0.32,8584.35,-0.04,907.75,-0.2,,,9229.45,-0.09
